"party","Vote_change_dummy","Vote7","Contribution_3_minus","Contribution_3_plus","Contribution_4_minus","Contribution_4_plus","Contribution_51_minus","Contribution_51_plus","Contribution_52_minus","Contribution_52_plus","Contribution_6_minus","Contribution_6_plus","Contribution_7_minus","Contribution_7_plus","state","BioID","seniority_117","birthday","Geographical","nominate_dim1","nominate_dim2","gender","pro_env_dummy","anti_env_dummy","district","Vote7_minus","Vote7_plus","Vote7_NA"
"R",0,NA,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"TN","F000458",3,1973,"SO",0.526,0.181,"M",0,0,8,NA,NA,1
"R",0,NA,44.25,0,34.05,0,NA,NA,0,0,NA,NA,NA,NA,"TX","P000592",7,1948,"SO",0.594,0.029,"M",0,0,2,NA,NA,1
"R",0,NA,18,0,7,1,0,0,0,0,NA,NA,NA,NA,"TX","J000174",14,1930,"SO",0.61,0.277,"M",0,0,3,NA,NA,1
"R",0,NA,22.1,0,25.65,0,0,0,0,0,NA,NA,NA,NA,"TX","H001036",8,1957,"SO",0.703,0.04,"M",0,0,5,NA,NA,1
"R",0,NA,84.5,0,63.65,0,NA,NA,NA,NA,NA,NA,NA,NA,"TX","B000213",16,1949,"SO",0.528,0.047,"M",0,0,6,NA,NA,1
"R",0,NA,36.6,1,60.45,0.5,117.127,4.7,131.32,6.2,NA,NA,NA,NA,"TX","C001048",9,1956,"SO",0.503,0.366,"M",0,0,7,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX",NA,NA,NA,"SO",NA,NA,NA,0,0,11,NA,NA,1
"R",0,NA,36.875,1.25,40.825,8,22.475,0.3,29.475,0.3,43.075,0,NA,NA,"TX","T000238",13,1958,"SO",0.525,0.313,"M",0,0,13,NA,NA,1
"D",0,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"TX","H000636",10,1940,"SO",0.34,0.235,"M",0,0,15,NA,NA,1
"D",0,NA,15.5,0,0,0,142.414,27.909,189.679,30.422,NA,NA,NA,NA,"TX","O000170",3,1972,"SO",0.304,0.331,"M",0,0,16,NA,NA,1
"R",0,NA,95.05,10.4,69.65,0,64.8,0,68.3,0,57,0.25,NA,NA,"TX","F000461",5,1954,"SO",0.572,0.293,"M",0,0,17,NA,NA,1
"R",0,NA,21.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"TX","N000182",7,1949,"SO",0.628,0.322,"M",0,0,19,NA,NA,1
"R",0,NA,50.55,0,34.3,0,NA,NA,0,0,NA,NA,NA,NA,"TX","S000583",16,1947,"SO",0.425,0.061,"M",0,0,21,NA,NA,1
"R",0,NA,124.2,0,137.8,0,69.478,0,91.378,0,85.188,0,NA,NA,"TX","O000168",6,1962,"SO",0.548,0.308,"M",0,0,22,NA,NA,1
"R",0,NA,48.715,0,47.2,0,28,0,26.5,0,18.761,0,NA,NA,"TX","M001158",8,1951,"SO",0.6,0.154,"M",0,0,24,NA,NA,1
"R",0,NA,32.1,0,26.55,0,0,0,0,0,NA,NA,NA,NA,"TX","F000460",4,1961,"SO",0.548,0.016,"M",0,0,27,NA,NA,1
"D",1,NA,46.5,0,96.45,2.5,0,0,0,0,NA,NA,NA,NA,"TX","G000410",13,1947,"SO",0.324,0.453,"M",0,0,29,NA,NA,1
"R",0,NA,23.3,0.25,45.666,0,24.1,0,23.1,0,NA,NA,NA,NA,"UT","B001250",9,1951,"WE",0.537,0.105,"M",0,0,1,NA,NA,1
"R",0,NA,13.25,0,16.5,0,0,0,0,0,NA,NA,NA,NA,"UT","C001076",5,1967,"WE",0.647,0.278,"M",0,0,3,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA",NA,NA,NA,"SO",NA,NA,NA,0,0,2,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA",NA,NA,NA,"SO",NA,NA,NA,0,0,4,NA,NA,1
"R",0,NA,24,0,32.95,0,0,0,0,0,NA,NA,NA,NA,"VA","G000289",13,1952,"SO",0.496,0.002,"M",0,0,6,NA,NA,1
"D",0,NA,1.25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"WA","M000404",14,1936,"WE",0.666,0.197,"M",0,0,7,NA,NA,1
"R",1,NA,5.75,1,10,6.5,0,0,NA,NA,NA,NA,NA,NA,"WA","R000578",7,1950,"WE",0.224,0.146,"M",0,0,8,NA,NA,1
"D",0,NA,3.5,0,3,0,6.5,0.25,6.5,0.25,1,0,NA,NA,"WA","H001064",4,1952,"WE",0.312,0.128,"M",0,0,10,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WI",NA,NA,NA,"MW",NA,NA,NA,0,0,5,NA,NA,1
"R",0,NA,23,0,18.85,0,22.7,0,25.2,0,13.3,0,NA,NA,"WI","D000614",5,1971,"MW",0.511,0.109,"M",0,0,7,NA,NA,1
"R",0,NA,20.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WI","R000587",3,1956,"MW",0.603,0.333,"M",0,0,8,NA,NA,1
"R",0,NA,4.5,2.6,17.5,0,10,0,14.5,2.7,39.7,8,NA,NA,"AL","B001289",4,1955,"SO",0.61,0.25,"M",0,0,1,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ",NA,NA,NA,"WE",NA,NA,NA,0,0,2,NA,NA,1
"R",1,NA,NA,NA,28.8,0,44.946,5.287,60.606,5.287,NA,NA,NA,NA,"CA","K000387",2,1966,"WE",0.397,0.188,"M",0,0,25,NA,NA,1
"R",0,NA,NA,NA,24.5,2,46.5,0,43.9,0,NA,NA,NA,NA,"CA","W000820",2,1962,"WE",0.433,0.177,"F",0,0,45,NA,NA,1
"R",0,NA,NA,NA,44.5,2.75,32.5,1,23.55,1,NA,NA,NA,NA,"FL","C001107",2,1980,"SO",0.211,0.185,"M",0,0,26,NA,NA,1
"R",0,NA,NA,NA,12.3,1.5,39.523,8.037,56.773,13.037,NA,NA,NA,NA,"IA","B001294",2,1955,"MW",0.527,0.488,"M",0,0,1,NA,NA,1
"R",0,NA,NA,NA,21.9,7,38.467,20.787,58.027,30.787,NA,NA,NA,NA,"IA","Y000066",2,1968,"MW",0.442,0.038,"M",0,0,3,NA,NA,1
"R",0,NA,NA,NA,12,0,10.7,0,9.2,0,0,0,NA,NA,"LA","A000374",3,1954,"SO",0.541,0.257,"M",0,0,5,NA,NA,1
"R",0,NA,NA,NA,27.25,2.65,24.5,3.043,28.1,1,NA,NA,NA,NA,"ME","P000611",2,1953,"NE",0.36,0.182,"M",0,0,2,NA,NA,1
"R",0,NA,NA,NA,23.2,3.504,58.709,5.537,76.601,5.287,NA,NA,NA,NA,"MI","B001293",2,1967,"MW",0.451,0.095,"M",0,0,8,NA,NA,1
"R",0,NA,NA,NA,8.5,0,0,0,0,0,NA,NA,NA,NA,"MI","T000475",2,1960,"MW",0.369,0.257,"M",0,0,11,NA,NA,1
"R",0,NA,NA,NA,28.1,0,16.928,0,14.7,0,NA,NA,NA,NA,"NJ","M001193",2,1960,"NE",0.206,0.274,"M",0,0,3,NA,NA,1
"R",0,NA,NA,NA,9,0,39.7,2,28.9,2,NA,NA,NA,NA,"NY","D000625",2,1956,"NE",0.227,0.095,"M",0,0,11,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NC",NA,NA,NA,"SO",NA,NA,NA,0,0,6,NA,NA,1
"R",0,NA,NA,NA,45.75,0,41.65,0,37.65,0,NA,NA,NA,NA,"OK","R000604",2,1963,"SO",0.473,0.183,"M",0,0,5,NA,NA,1
"R",1,NA,NA,NA,36.2,7,14,1,7.5,1,NA,NA,NA,NA,"PA","C001106",2,1976,"NE",0.217,0.055,"M",0,0,6,NA,NA,1
"R",0,NA,NA,NA,23.5,0,10.5,0,16.5,0,5,0,NA,NA,"TX","R000601",3,1965,"SO",0.693,0.113,"M",0,0,4,NA,NA,1
"R",0,NA,NA,NA,130.656,3.033,151.55,4.95,177.443,5.9,119.847,0.25,NA,NA,"TX","H001073",3,1977,"SO",0.287,0.228,"M",0,0,23,NA,NA,1
"R",0,NA,NA,NA,24.465,0,29.311,1.095,36.811,0.115,NA,NA,NA,NA,"UT","L000584",2,1975,"WE",0.542,0.056,"F",0,0,4,NA,NA,1
"R",0,NA,0,0,9.875,1.25,12.5,2,17.6,2,NA,NA,NA,NA,"VA","B001290",3,1964,"SO",0.829,0.325,"M",0,0,7,NA,NA,1
"R",0,NA,NA,NA,36.5,0.25,46.05,0,55.65,0,NA,NA,NA,NA,"VA","C001105",2,1959,"SO",0.276,0.389,"F",0,0,10,NA,NA,1
"R",0,NA,NA,NA,27.5,0,61.15,2,31.2,2,NA,NA,NA,NA,"WV","J000297",2,1960,"SO",0.315,0.308,"M",0,0,3,NA,NA,1
"R",0,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,"FL","R000607",2,1953,"SO",0.501,0.494,"M",0,0,19,NA,NA,1
"R",0,NA,NA,NA,NA,NA,40.325,0,41.85,0.25,NA,NA,NA,NA,"GA","H001078",1,1962,"SO",0.493,0.305,"F",0,0,6,NA,NA,1
"R",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KS",NA,NA,NA,"MW",NA,NA,NA,0,0,1,NA,NA,1
"R",0,NA,NA,NA,NA,NA,15.5,0,16.5,10,14,0,NA,NA,"MI","M001201",2,1961,"MW",0.422,0.311,"M",0,0,10,NA,NA,1
"R",0,NA,NA,NA,NA,NA,38.23,5.287,63.422,5.287,NA,NA,NA,NA,"MN","L000587",1,1955,"MW",0.506,0.197,"M",0,0,2,NA,NA,1
"R",0,NA,NA,NA,NA,NA,77.918,5.9,90.368,5.9,36.711,0,NA,NA,"MT","G000584",2,1961,"WE",0.431,0.085,"M",0,0,0,NA,NA,1
"D",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV",NA,NA,NA,"WE",NA,NA,NA,0,0,3,NA,NA,1
"D",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,"NV","K000390",1,1980,"WE",0.397,0.226,"M",0,0,4,NA,NA,1
"R",0,NA,NA,NA,NA,NA,44.117,7.287,64.22,18.486,NA,NA,NA,NA,"NY","F000464",1,1952,"NE",0.234,0.008,"M",0,0,19,NA,NA,1
"R",0,NA,NA,NA,NA,NA,62.359,5.287,67.499,5.287,NA,NA,NA,NA,"VA","T000477",1,1979,"SO",0.456,0.021,"M",0,0,2,NA,NA,1
