"member_id","party","state","member","last_name","first_name","alias"
"K000181","Republican","California","Kim, Jay","Kim"," Jay",NA
"K000397","Republican","California","Kim, Young","Kim"," Young",NA
"K000188","Democratic","Wisconsin","Kind, Ron","Kind"," Ron",NA
"K000190","Republican","Ohio","Kindness, Thomas N.","Kindness"," Thomas N.",NA
"K000383","Independent","Maine","King, Angus S., Jr.","King"," Angus S.",NA
"K000195","Republican","New York","King, Carleton J.","King"," Carleton J.",NA
"K000210","Republican","New York","King, Peter T.","King"," Peter T.",NA
"K000362","Republican","Iowa","King, Steve","King"," Steve",NA
"K000220","Republican","Georgia","Kingston, Jack","Kingston"," Jack",NA
"K000378","Republican","Illinois","Kinzinger, Adam","Kinzinger"," Adam",NA
"K000360","Republican","Illinois","Kirk, Mark Steven","Kirk"," Mark Steven",NA
"K000374","Democratic","Massachusetts","Kirk, Paul Grattan, Jr.","Kirk"," Paul Grattan",NA
"K000368","Democratic","Arizona","Kirkpatrick, Ann","Kirkpatrick"," Ann",NA
"K000369","Democratic","North Carolina","Kissell, Larry","Kissell"," Larry",NA
"K000259","Democratic","Wisconsin","Kleczka, Gerald D.","Kleczka"," Gerald D.",NA
"K000262","Democratic","New Jersey","Klein, Herbert C.","Klein"," Herbert C.",NA
"K000366","Democratic","Florida","Klein, Ron","Klein"," Ron",NA
"K000363","Republican","Minnesota","Kline, John","Kline"," John",NA
"K000270","Democratic","Pennsylvania","Klink, Ron","Klink"," Ron",NA
"K000367","Democratic","Minnesota","Klobuchar, Amy","Klobuchar"," Amy",NA
"K000273","Democratic","Illinois","Kluczynski, John C.","Kluczynski"," John C.",NA
"K000274","Republican","Wisconsin","Klug, Scott L.","Klug"," Scott L.",NA
"K000387","Republican","California","Knight, Stephen","Knight"," Stephen",NA
"K000288","Republican","Michigan","Knollenberg, Joe","Knollenberg"," Joe",NA
"K000302","Democratic","New York","Koch, Edward I.","Koch"," Edward I.",NA
"K000304","Democratic","Colorado","Kogovsek, Ray","Kogovsek"," Ray",NA
"K000305","Democratic","Wisconsin","Kohl, Herb","Kohl"," Herb",NA
"K000306","Republican","Arizona","Kolbe, Jim","Kolbe"," Jim",NA
"K000307","Democratic","Pennsylvania","Kolter, Joseph P.","Kolter"," Joseph P.",NA
"K000309","Republican","California","Konnyu, Ernest L.","Konnyu"," Ernest L.",NA
"K000312","Democratic","Oregon","Kopetski, Mike","Kopetski"," Mike",NA
"K000370","Democratic","Florida","Kosmas, Suzanne M.","Kosmas"," Suzanne M.",NA
"K000319","Democratic","Pennsylvania","Kostmayer, Peter H.","Kostmayer"," Peter H.",NA
"K000322","Republican","Colorado","Kramer, Ken","Kramer"," Ken",NA
"K000371","Democratic","Maryland","Kratovil, Frank, Jr.","Kratovil"," Frank",NA
"K000325","Democratic","California","Krebs, John H.","Krebs"," John H.",NA
"K000328","Democratic","Washington","Kreidler, Mike","Kreidler"," Mike",NA
"K000391","Democratic","Illinois","Krishnamoorthi, Raja","Krishnamoorthi"," Raja",NA
"K000333","Democratic","Texas","Krueger, Robert C.","Krueger"," Robert C.",NA
"K000336","Democratic","Ohio","Kucinich, Dennis J.","Kucinich"," Dennis J.",NA
"K000364","Republican","New York","Kuhl, John R. ""Randy"", Jr.","Kuhl"," John R. ""Randy""",NA
"K000382","Democratic","New Hampshire","Kuster, Ann M.","Kuster"," Ann M.",NA
"K000392","Republican","Tennessee","Kustoff, David","Kustoff"," David",NA
"K000348","Republican","Tennessee","Kuykendall, Dan H.","Kuykendall"," Dan H.",NA
"K000357","Republican","California","Kuykendall, Steven T.","Kuykendall"," Steven T.",NA
"K000352","Republican","Arizona","Kyl, Jon","Kyl"," Jon",NA
"K000356","Democratic","Maine","Kyros, Peter N.","Kyros"," Peter N.",NA
"L000573","Republican","Idaho","Labrador, Raul R.","Labrador"," Raul R.",NA
"L000556","Democratic","New York","LaFalce, John J.","LaFalce"," John J.",NA
"L000020","Republican","California","Lagomarsino, Robert J.","Lagomarsino"," Robert J.",NA
"L000585","Republican","Illinois","LaHood, Darin","LaHood"," Darin",NA
"L000552","Republican","Illinois","LaHood, Ray","LaHood"," Ray",NA
"L000598","Republican","New York","LaLota, Nick","LaLota"," Nick",NA
"L000578","Republican","California","LaMalfa, Doug","LaMalfa"," Doug",NA
"L000588","Democratic","Pennsylvania","Lamb, Conor","Lamb"," Conor",NA
"L000564","Republican","Colorado","Lamborn, Doug","Lamborn"," Doug",NA
"L000043","Democratic","Texas","Lampson, Nick","Lampson"," Nick",NA
"L000045","Democratic","North Carolina","Lancaster, H. Martin","Lancaster"," H. Martin",NA
"L000567","Republican","New Jersey","Lance, Leonard","Lance"," Leonard",NA
"L000049","Republican","Indiana","Landgrebe, Earl F.","Landgrebe"," Earl F.",NA
"L000550","Democratic","Louisiana","Landrieu, Mary L.","Landrieu"," Mary L.",NA
"L000054","Democratic","Georgia","Landrum, Phil M.","Landrum"," Phil M.",NA
"L000574","Republican","Louisiana","Landry, Jeffrey M.","Landry"," Jeffrey M.",NA
"L000601","Democratic","Ohio","Landsman, Greg","Landsman"," Greg",NA
"L000559","Democratic","Rhode Island","Langevin, James R.","Langevin"," James R.",NA
"L000600","Republican","New York","Langworthy, Nicholas A.","Langworthy"," Nicholas A.",NA
"L000575","Republican","Oklahoma","Lankford, James","Lankford"," James",NA
"L000090","Democratic","California","Lantos, Tom","Lantos"," Tom",NA
"L000096","Republican","Oklahoma","Largent, Steve","Largent"," Steve",NA
"L000098","Democratic","Idaho","LaRocco, Larry","LaRocco"," Larry",NA
"L000560","Democratic","Washington","Larsen, Rick","Larsen"," Rick",NA
"L000557","Democratic","Connecticut","Larson, John B.","Larson"," John B.",NA
"L000111","Republican","Iowa","Latham, Tom","Latham"," Tom",NA
"L000553","Republican","Ohio","LaTourette, Steven C.","LaTourette"," Steven C.",NA
"L000116","Republican","Ohio","Latta, Delbert L.","Latta"," Delbert L.",NA
"L000566","Republican","Ohio","Latta, Robert E.","Latta"," Robert E.",NA
"L000266","Republican","Kansas","LaTurner, Jake","LaTurner"," Jake",NA
"L000119","Republican","Texas","Laughlin, Greg","Laughlin"," Greg",NA
"L000123","Democratic","New Jersey","Lautenberg, Frank R.","Lautenberg"," Frank R.",NA
"L000599","Republican","New York","Lawler, Michael","Lawler"," Michael",NA
"L000581","Democratic","Michigan","Lawrence, Brenda L.","Lawrence"," Brenda L.",NA
"L000586","Democratic","Florida","Lawson, Al, Jr.","Lawson"," Al",NA
"L000148","Republican","Nevada","Laxalt, Paul D.","Laxalt"," Paul D.",NA
"L000155","Republican","New York","Lazio, Rick","Lazio"," Rick",NA
"L000169","Republican","Iowa","Leach, James A.","Leach"," James A.",NA
"L000174","Democratic","Vermont","Leahy, Patrick J.","Leahy"," Patrick J.",NA
"L000180","Democratic","Texas","Leath, Marvin","Leath"," Marvin",NA
"L000547","Republican","New York","LeBoutillier, John","LeBoutillier"," John",NA
"L000187","Democratic","Pennsylvania","Lederer, Raymond F.","Lederer"," Raymond F.",NA
"L000551","Democratic","California","Lee, Barbara","Lee"," Barbara",NA
"L000568","Republican","New York","Lee, Christopher J.","Lee"," Christopher J.",NA
"L000192","Republican","New York","Lee, Gary A.","Lee"," Gary A.",NA
"L000597","Republican","Florida","Lee, Laurel M.","Lee"," Laurel M.",NA
"L000577","Republican","Utah","Lee, Mike","Lee"," Mike",NA
"L000602","Democratic","Pennsylvania","Lee, Summer L.","Lee"," Summer L.",NA
"L000590","Democratic","Nevada","Lee, Susie","Lee"," Susie",NA
"L000561","Democratic","New Jersey","LeFante, Joseph A.","LeFante"," Joseph A.",NA
"L000273","Democratic","New Mexico","Leger Fernandez, Teresa","Leger Fernandez"," Teresa",NA
"L000221","Democratic","California","Leggett, Robert L.","Leggett"," Robert L.",NA
"L000225","Democratic","California","Lehman, Richard H.","Lehman"," Richard H.",NA
"L000226","Democratic","Florida","Lehman, William","Lehman"," William",NA
"L000237","Democratic","Texas","Leland, Mickey","Leland"," Mickey",NA
"L000572","Republican","Florida","LeMieux, George S.","LeMieux"," George S.",NA
"L000243","Republican","New York","Lent, Norman F.","Lent"," Norman F.",NA
"L000589","Republican","Arizona","Lesko, Debbie","Lesko"," Debbie",NA
"L000595","Republican","Louisiana","Letlow, Julia","Letlow"," Julia",NA
"L000592","Democratic","Michigan","Levin, Andy","Levin"," Andy",NA
"L000261","Democratic","Michigan","Levin, Carl","Levin"," Carl",NA
"L000593","Democratic","California","Levin, Mike","Levin"," Mike",NA
"L000263","Democratic","Michigan","Levin, Sander M.","Levin"," Sander M.",NA
"L000264","Democratic","California","Levine, Mel","Levine"," Mel",NA
"L000265","Democratic","Georgia","Levitas, Elliott H.","Levitas"," Elliott H.",NA
"L000267","Republican","New York","Levy, David A.","Levy"," David A.",NA
"L000587","Republican","Minnesota","Lewis, Jason","Lewis"," Jason",NA
"L000274","Republican","California","Lewis, Jerry","Lewis"," Jerry",NA
"L000287","Democratic","Georgia","Lewis, John","Lewis"," John",NA
"L000293","Republican","Kentucky","Lewis, Ron","Lewis"," Ron",NA
"L000295","Republican","Florida","Lewis, Thomas F.","Lewis"," Thomas F.",NA
"L000304","Independent","Connecticut","Lieberman, Joseph I.","Lieberman"," Joseph I.",NA
"L000582","Democratic","California","Lieu, Ted","Lieu"," Ted",NA
"L000305","Republican","Iowa","Lightfoot, Jim","Lightfoot"," Jim",NA
"L000035","Democratic","Arkansas","Lincoln, Blanche L.","Lincoln"," Blanche L.",NA
"L000321","Republican","Georgia","Linder, John","Linder"," John",NA
"L000563","Democratic","Illinois","Lipinski, Daniel","Lipinski"," Daniel",NA
"L000342","Democratic","Illinois","Lipinski, William O.","Lipinski"," William O.",NA
"L000360","Democratic","Missouri","Litton, Jerry","Litton"," Jerry",NA
"L000371","Republican","Louisiana","Livingston, Bob","Livingston"," Bob",NA
"L000379","Democratic","California","Lloyd, James F.","Lloyd"," James F.",NA
"L000381","Democratic","Tennessee","Lloyd, Marilyn","Lloyd"," Marilyn",NA
"L000554","Republican","New Jersey","LoBiondo, Frank A.","LoBiondo"," Frank A.",NA
"L000565","Democratic","Iowa","Loebsack, David","Loebsack"," David",NA
"L000594","Republican","Georgia","Loeffler, Kelly","Loeffler"," Kelly",NA
"L000396","Republican","Texas","Loeffler, Tom","Loeffler"," Tom",NA
"L000397","Democratic","California","Lofgren, Zoe","Lofgren"," Zoe",NA
"L000576","Republican","Missouri","Long, Billy","Long"," Billy",NA
"L000413","Democratic","Maryland","Long, Clarence D.","Long"," Clarence D.",NA
"L000417","Democratic","Louisiana","Long, Gillis W.","Long"," Gillis W.",NA
"L000420","Democratic","Indiana","Long, Jill L.","Long"," Jill L.",NA
"L000428","Democratic","Louisiana","Long, Russell B.","Long"," Russell B.",NA
"L000431","Republican","Maine","Longley, James B., Jr.","Longley"," James B.",NA
"L000447","Republican","Mississippi","Lott, Trent","Lott"," Trent",NA
"L000583","Republican","Georgia","Loudermilk, Barry","Loudermilk"," Barry",NA
"L000584","Republican","Utah","Love, Mia B.","Love"," Mia B.",NA
"L000579","Democratic","California","Lowenthal, Alan S.","Lowenthal"," Alan S.",NA
"L000479","Republican","California","Lowery, Bill","Lowery"," Bill",NA
"L000480","Democratic","New York","Lowey, Nita M.","Lowey"," Nita M.",NA
"L000486","Democratic","Washington","Lowry, Mike","Lowry"," Mike",NA
"L000491","Republican","Oklahoma","Lucas, Frank D.","Lucas"," Frank D.",NA
"L000558","Democratic","Kentucky","Lucas, Ken","Lucas"," Ken",NA
"L000569","Republican","Missouri","Luetkemeyer, Blaine","Luetkemeyer"," Blaine",NA
"L000504","Republican","Indiana","Lugar, Richard G.","Lugar"," Richard G.",NA
"L000580","Democratic","New Mexico","Lujan Grisham, Michelle","Lujan Grisham"," Michelle",NA
"L000570","Democratic","New Mexico","Lujan, Ben Ray","Lujan"," Ben Ray",NA
"L000506","Republican","New Mexico","Lujan, Manuel, Jr.","Lujan"," Manuel",NA
"L000507","Democratic","Ohio","Luken, Charles","Luken"," Charles",NA
"L000508","Democratic","Ohio","Luken, Thomas A.","Luken"," Thomas A.",NA
"L000509","Republican","Ohio","Lukens, Donald E.","Lukens"," Donald E.",NA
"L000571","Republican","Wyoming","Lummis, Cynthia M.","Lummis"," Cynthia M.",NA
"L000596","Republican","Florida","Luna, Anna Paulina","Luna"," Anna Paulina",NA
"L000516","Democratic","New York","Lundine, Stanley N.","Lundine"," Stanley N.",NA
"L000517","Republican","California","Lungren, Daniel E.","Lungren"," Daniel E.",NA
"L000591","Democratic","Virginia","Luria, Elaine G.","Luria"," Elaine G.",NA
"L000521","Democratic","Minnesota","Luther, Bill","Luther"," Bill",NA
"L000603","Republican","Texas","Luttrell, Morgan","Luttrell"," Morgan",NA
"L000562","Democratic","Massachusetts","Lynch, Stephen F.","Lynch"," Stephen F.",NA
"M001193","Republican","New Jersey","MacArthur, Thomas","MacArthur"," Thomas",NA
"M000005","Democratic","Massachusetts","Macdonald, Torbert H.","Macdonald"," Torbert H.",NA
"M000194","Republican","South Carolina","Mace, Nancy","Mace"," Nancy",NA
"M000015","Republican","Rhode Island","Machtley, Ronald K.","Machtley"," Ronald K.",NA
"M001155","Republican","Florida","Mack, Connie","Mack"," Connie",NA
"M000019","Republican","Florida","Mack, Connie, III","Mack"," Connie",NA
"M000023","Democratic","Florida","MacKay, Buddy","MacKay"," Buddy",NA
"M000039","Democratic","Indiana","Madden, Ray J.","Madden"," Ray J.",NA
"M000041","Republican","Illinois","Madigan, Edward R.","Madigan"," Edward R.",NA
"M001171","Democratic","New York","Maffei, Daniel B.","Maffei"," Daniel B.",NA
"M001223","Democratic","Rhode Island","Magaziner, Seth","Magaziner"," Seth",NA
"M000053","Democratic","Washington","Magnuson, Warren G.","Magnuson"," Warren G.",NA
"M000058","Democratic","New Jersey","Maguire, Andrew","Maguire"," Andrew",NA
"M000065","Democratic","Texas","Mahon, George H.","Mahon"," George H.",NA
"M001164","Democratic","Florida","Mahoney, Tim","Mahoney"," Tim",NA
"M000070","Republican","California","Mailliard, William S.","Mailliard"," William S.",NA
"M001145","Democratic","Georgia","Majette, Denise L.","Majette"," Denise L.",NA
"M001203","Democratic","New Jersey","Malinowski, Tom","Malinowski"," Tom",NA
"M000078","Republican","Vermont","Mallary, Richard W.","Mallary"," Richard W.",NA
"M000317","Republican","New York","Malliotakis, Nicole","Malliotakis"," Nicole",NA
"M000087","Democratic","New York","Maloney, Carolyn B.","Maloney"," Carolyn B.",NA
"M000090","Democratic","Connecticut","Maloney, James H.","Maloney"," James H.",NA
"M001185","Democratic","New York","Maloney, Sean Patrick","Maloney"," Sean Patrick",NA
"M001228","Republican","Utah","Maloy, Celeste","Maloy"," Celeste",NA
"M001183","Democratic","West Virginia","Manchin, Joe, III","Manchin"," Joe",NA
"M000100","Democratic","Ohio","Mann, David","Mann"," David",NA
"M000105","Democratic","South Carolina","Mann, James R.","Mann"," James R.",NA
"M000871","Republican","Kansas","Mann, Tracey","Mann"," Tracey",NA
"M001135","Democratic","North Carolina","Manning, Kathy E.","Manning"," Kathy E.",NA
"M000113","Democratic","Montana","Mansfield, Mike","Mansfield"," Mike",NA
"M000117","Democratic","New York","Manton, Thomas J.","Manton"," Thomas J.",NA
"M001138","Republican","Illinois","Manzullo, Donald A.","Manzullo"," Donald A.",NA
"M000121","Republican","New Jersey","Maraziti, Joseph J.","Maraziti"," Joseph J.",NA
"M001158","Republican","Texas","Marchant, Kenny","Marchant"," Kenny",NA
"M000129","Democratic","Pennsylvania","Margolies-Mezvinsky, Marjorie","Margolies-Mezvinsky"," Marjorie",NA
"M001179","Republican","Pennsylvania","Marino, Tom","Marino"," Tom",NA
"M001172","Democratic","Colorado","Markey, Betsy","Markey"," Betsy",NA
"M000133","Democratic","Massachusetts","Markey, Edward J.","Markey"," Edward J.",NA
"M000136","Republican","Pennsylvania","Marks, Marc L.","Marks"," Marc L.",NA
"M000139","Republican","Montana","Marlenee, Ron","Marlenee"," Ron",NA
"M000143","Republican","Utah","Marriott, David Daniel","Marriott"," David Daniel",NA
"M001146","Democratic","Georgia","Marshall, Jim","Marshall"," Jim",NA
"M001198","Republican","Kansas","Marshall, Roger","Marshall"," Roger",NA
"M000174","Republican","New York","Martin, David O'B.","Martin"," David O'B.",NA
"M000175","Republican","Nebraska","Martin, David T.","Martin"," David T.",NA
"M000183","Republican","North Carolina","Martin, James G.","Martin"," James G.",NA
"M000195","Republican","Illinois","Martin, Lynn M.","Martin"," Lynn M.",NA
"M000206","Republican","California","Martinez, Matthew G.","Martinez"," Matthew G.",NA
"M001162","Republican","Florida","Martinez, Mel","Martinez"," Mel",NA
"M000207","Republican","New Jersey","Martini, William J.","Martini"," William J.",NA
"M000212","Democratic","Pennsylvania","Mascara, Frank","Mascara"," Frank",NA
"M001173","Democratic","New York","Massa, Eric J. J.","Massa"," Eric J. J.",NA
"M001184","Republican","Kentucky","Massie, Thomas","Massie"," Thomas",NA
"M001199","Republican","Florida","Mast, Brian J.","Mast"," Brian J.",NA
"M001142","Democratic","Utah","Matheson, Jim","Matheson"," Jim",NA
"M000236","Democratic","Tennessee","Mathews, Harlan","Mathews"," Harlan",NA
"M000241","Republican","Maryland","Mathias, Charles McC., Jr.","Mathias"," Charles McC.",NA
"M000244","Democratic","Georgia","Mathis, Dawson","Mathis"," Dawson",NA
"M001163","Democratic","California","Matsui, Doris O.","Matsui"," Doris O.",NA
"M000249","Democratic","California","Matsui, Robert T.","Matsui"," Robert T.",NA
"M000250","Democratic","Hawaii","Matsunaga, Spark M.","Matsunaga"," Spark M.",NA
"M000257","Republican","Georgia","Mattingly, Mack","Mattingly"," Mack",NA
"M000260","Democratic","Texas","Mattox, James A.","Mattox"," James A.",NA
"M000264","Democratic","Massachusetts","Mavroules, Nicholas","Mavroules"," Nicholas",NA
"M000286","Republican","Iowa","Mayne, Wiley","Mayne"," Wiley",NA
"M000291","Democratic","Kentucky","Mazzoli, Romano L.","Mazzoli"," Romano L.",NA
"M001209","Democratic","Utah","McAdams, Ben","McAdams"," Ben",NA
"M001192","Republican","Louisiana","McAllister, Vance M.","McAllister"," Vance M.",NA
"M001208","Democratic","Georgia","McBath, Lucy","McBath"," Lucy",NA
"M000303","Republican","Arizona","McCain, John","McCain"," John",NA
"M000309","Democratic","New York","McCarthy, Carolyn","McCarthy"," Carolyn",NA
"M000316","Democratic","Missouri","McCarthy, Karen","McCarthy"," Karen",NA
"M001165","Republican","California","McCarthy, Kevin","McCarthy"," Kevin",NA
"M001170","Democratic","Missouri","McCaskill, Claire","McCaskill"," Claire",NA
"M001157","Republican","Texas","McCaul, Michael T.","McCaul"," Michael T.",NA
"M001136","Republican","Michigan","McClain, Lisa C.","McClain"," Lisa C.",NA
"M001227","Democratic","Virginia","McClellan, Jennifer L.","McClellan"," Jennifer L.",NA
"M000332","Democratic","Arkansas","McClellan, John L.","McClellan"," John L.",NA
"M001177","Republican","California","McClintock, Tom","McClintock"," Tom",NA
"M000340","Republican","Illinois","McClory, Robert","McClory"," Robert",NA
"M000342","Democratic","Indiana","McCloskey, Frank","McCloskey"," Frank",NA
"M000343","Republican","California","McCloskey, Paul N., Jr.","McCloskey"," Paul N.",NA
"M000346","Republican","Idaho","McClure, James A.","McClure"," James A.",NA
"M000349","Republican","Nebraska","McCollister, John Y.","McCollister"," John Y.",NA
"M001143","Democratic","Minnesota","McCollum, Betty","McCollum"," Betty",NA
"M000350","Republican","Florida","McCollum, Bill","McCollum"," Bill",NA
"M000355","Republican","Kentucky","McConnell, Mitch","McConnell"," Mitch",NA
"M000365","Democratic","Washington","McCormack, Mike","McCormack"," Mike",NA
"M001218","Republican","Georgia","McCormick, Richard","McCormick"," Richard",NA
"M001147","Republican","Michigan","McCotter, Thaddeus G.","McCotter"," Thaddeus G.",NA
"M000388","Republican","Louisiana","McCrery, Jim","McCrery"," Jim",NA
"M000398","Democratic","Oklahoma","McCurdy, Dave","McCurdy"," Dave",NA
"M000399","Republican","Pennsylvania","McDade, Joseph M.","McDade"," Joseph M.",NA
"M000404","Democratic","Washington","McDermott, Jim","McDermott"," Jim",NA
"M000413","Democratic","Georgia","McDonald, Lawrence P.","McDonald"," Lawrence P.",NA
"M001200","Democratic","Virginia","McEachin, A. Donald","McEachin"," A. Donald",NA
"M000432","Republican","Ohio","McEwen, Bob","McEwen"," Bob",NA
"M000433","Republican","New York","McEwen, Robert C.","McEwen"," Robert C.",NA
"M000436","Democratic","California","McFall, John J.","McFall"," John J.",NA
"M001220","Democratic","Kentucky","McGarvey, Morgan","McGarvey"," Morgan",NA
"M000445","Democratic","Wyoming","McGee, Gale W.","McGee"," Gale W.",NA
"M000452","Democratic","South Dakota","McGovern, George","McGovern"," George",NA
"M000312","Democratic","Massachusetts","McGovern, James P.","McGovern"," James P.",NA
"M000458","Republican","New York","McGrath, Raymond J.","McGrath"," Raymond J.",NA
"M000466","Democratic","Pennsylvania","McHale, Paul","McHale"," Paul",NA
"M001156","Republican","North Carolina","McHenry, Patrick T.","McHenry"," Patrick T.",NA
"M000472","Republican","New York","McHugh, John M.","McHugh"," John M.",NA
"M000473","Democratic","New York","McHugh, Matthew F.","McHugh"," Matthew F.",NA
"M000477","Republican","Colorado","McInnis, Scott","McInnis"," Scott",NA
"M000481","Republican","Indiana","McIntosh, David M.","McIntosh"," David M.",NA
"M000485","Democratic","North Carolina","McIntyre, Mike","McIntyre"," Mike",NA
"M000486","Democratic","New Hampshire","McIntyre, Thomas J.","McIntyre"," Thomas J.",NA
"M000490","Democratic","Utah","McKay, K. Gunn","McKay"," K. Gunn",NA
"M000508","Republican","California","McKeon, Howard P. ""Buck""","McKeon"," Howard P. ""Buck""",NA
"M000512","Republican","Maine","McKernan, John R., Jr.","McKernan"," John R.",NA
"M001180","Republican","West Virginia","McKinley, David B.","McKinley"," David B.",NA
"M000523","Democratic","Georgia","McKinney, Cynthia A.","McKinney"," Cynthia A.",NA
"M000527","Republican","Connecticut","McKinney, Stewart B.","McKinney"," Stewart B.",NA
"M001174","Democratic","New York","McMahon, Michael E.","McMahon"," Michael E.",NA
"M000566","Republican","North Carolina","McMillan, J. Alex","McMillan"," J. Alex",NA
"M000573","Democratic","Maryland","McMillen, Thomas","McMillen"," Thomas",NA
"M001159","Republican","Washington","McMorris Rodgers, Cathy","McMorris Rodgers"," Cathy",NA
"M001166","Democratic","California","McNerney, Jerry","McNerney"," Jerry",NA
"M000589","Democratic","Arizona","McNulty, James F., Jr.","McNulty"," James F.",NA
"M000590","Democratic","New York","McNulty, Michael R.","McNulty"," Michael R.",NA
"M001197","Republican","Arizona","McSally, Martha","McSally"," Martha",NA
"M000603","Democratic","Oklahoma","McSpadden, Clem Rogers","McSpadden"," Clem Rogers",NA
"M001187","Republican","North Carolina","Meadows, Mark","Meadows"," Mark",NA
"M000626","Democratic","Washington","Meeds, Lloyd","Meeds"," Lloyd",NA
"M000627","Democratic","Massachusetts","Meehan, Martin T.","Meehan"," Martin T.",NA
"M001181","Republican","Pennsylvania","Meehan, Patrick","Meehan"," Patrick",NA
"M000628","Democratic","Florida","Meek, Carrie P.","Meek"," Carrie P.",NA
"M001148","Democratic","Florida","Meek, Kendrick B.","Meek"," Kendrick B.",NA
"M001137","Democratic","New York","Meeks, Gregory W.","Meeks"," Gregory W.",NA
"M001186","Republican","Michigan","Meijer, Peter","Meijer"," Peter",NA
"M001161","Democratic","Louisiana","Melancon, Charlie","Melancon"," Charlie",NA
"M000635","Democratic","Montana","Melcher, John","Melcher"," John",NA
"M001226","Democratic","New Jersey","Menendez, Robert","Menendez"," Robert",NA
"M001188","Democratic","New York","Meng, Grace","Meng"," Grace",NA
"M001176","Democratic","Oregon","Merkley, Jeff","Merkley"," Jeff",NA
"M001189","Republican","Indiana","Messer, Luke","Messer"," Luke",NA
"M000669","Republican","Washington","Metcalf, Jack","Metcalf"," Jack",NA
"M000671","Democratic","Montana","Metcalf, Lee","Metcalf"," Lee",NA
"M000675","Democratic","Illinois","Metcalfe, Ralph H.","Metcalfe"," Ralph H.",NA
"M000678","Democratic","Ohio","Metzenbaum, Howard M.","Metzenbaum"," Howard M.",NA
"M001204","Republican","Pennsylvania","Meuser, Daniel","Meuser"," Daniel",NA
"M000684","Republican","Kansas","Meyers, Jan","Meyers"," Jan",NA
"M000685","Democratic","New Jersey","Meyner, Helen S.","Meyner"," Helen S.",NA
"M000686","Democratic","Iowa","Mezvinsky, Edward","Mezvinsky"," Edward",NA
"M000687","Democratic","Maryland","Mfume, Kweisi","Mfume"," Kweisi",NA
"M000688","Democratic","Florida","Mica, Daniel Andrew","Mica"," Daniel Andrew",NA
"M000689","Republican","Florida","Mica, John L.","Mica"," John L.",NA
"M001149","Democratic","Maine","Michaud, Michael H.","Michaud"," Michael H.",NA
"M000692","Republican","Illinois","Michel, Robert H.","Michel"," Robert H.",NA
"M000702","Democratic","Maryland","Mikulski, Barbara A.","Mikulski"," Barbara A.",NA
"M000703","Democratic","Illinois","Mikva, Abner J.","Mikva"," Abner J.",NA
"M000708","Democratic","Texas","Milford, Dale","Milford"," Dale",NA
"M000714","Democratic","California","Millender-McDonald, Juanita","Millender-McDonald"," Juanita",NA
"M001154","Democratic","North Carolina","Miller, Brad","Miller"," Brad",NA
"M001150","Republican","Michigan","Miller, Candice S.","Miller"," Candice S.",NA
"M001205","Republican","West Virginia","Miller, Carol D.","Miller"," Carol D.",NA
"M000718","Republican","Ohio","Miller, Clarence E.","Miller"," Clarence E.",NA
"M000720","Republican","Florida","Miller, Dan","Miller"," Dan",NA
"M001139","Republican","California","Miller, Gary G.","Miller"," Gary G.",NA
"M000725","Democratic","California","Miller, George","Miller"," George",NA
"M001144","Republican","Florida","Miller, Jeff","Miller"," Jeff",NA
"M000736","Republican","Washington","Miller, John R.","Miller"," John R.",NA
"M001211","Republican","Illinois","Miller, Mary E.","Miller"," Mary E.",NA
"M001222","Republican","Ohio","Miller, Max L.","Miller"," Max L.",NA
"M001141","Democratic","Georgia","Miller, Zell","Miller"," Zell",NA
"M001215","Republican","Iowa","Miller-Meeks, Mariannette","Miller-Meeks"," Mariannette",NA
"M001216","Republican","Florida","Mills, Cory","Mills"," Cory",NA
"M000778","Democratic","Arkansas","Mills, Wilbur D.","Mills"," Wilbur D.",NA
"M000779","Republican","Maryland","Mills, William O.","Mills"," William O.",NA
"M000794","Democratic","California","Mineta, Norman Y.","Mineta"," Norman Y.",NA
"M000795","Democratic","Minnesota","Minge, David","Minge"," David",NA
"M000796","Democratic","New Jersey","Minish, Joseph G.","Minish"," Joseph G.",NA
"M000797","Democratic","Hawaii","Mink, Patsy T.","Mink"," Patsy T.",NA
"M001175","Democratic","Idaho","Minnick, Walter","Minnick"," Walter",NA
"M000799","Republican","Ohio","Minshall, William E.","Minshall"," William E.",NA
"M000808","Republican","New York","Mitchell, Donald J.","Mitchell"," Donald J.",NA
"M000811","Democratic","Maine","Mitchell, George J.","Mitchell"," George J.",NA
"M001167","Democratic","Arizona","Mitchell, Harry E.","Mitchell"," Harry E.",NA
"M000826","Democratic","Maryland","Mitchell, Parren J.","Mitchell"," Parren J.",NA
"M001201","Independent","Michigan","Mitchell, Paul","Mitchell"," Paul",NA
"M000833","Republican","North Carolina","Mizell, Wilmer","Mizell"," Wilmer",NA
"M000834","Democratic","Massachusetts","Moakley, John Joseph","Moakley"," John Joseph",NA
"M000839","Democratic","Connecticut","Moffett, Toby","Moffett"," Toby",NA
"M000842","Republican","New York","Molinari, Guy","Molinari"," Guy",NA
"M000843","Republican","New York","Molinari, Susan","Molinari"," Susan",NA
"M001221","Republican","New York","Molinaro, Marcus J.","Molinaro"," Marcus J.",NA
"M000844","Democratic","West Virginia","Mollohan, Alan B.","Mollohan"," Alan B.",NA
"M000845","Democratic","West Virginia","Mollohan, Robert H.","Mollohan"," Robert H.",NA
