"last_name","first_name","state","opensecrets_id","bioguide_id","district","birthday","gender","nominate_dim1","nominate_dim2","Industry_Type","seniority_113","seniority_114","seniority_115","seniority_116","seniority_117","total"
"Leger Fernandez","Teresa","NM","N00044559","L000273",3,1959-07-01,"F",-0.327,-0.152,"-",0,0,0,0,1,500
"Leger Fernandez","Teresa","NM","N00044559","L000273",3,1959-07-01,"F",-0.327,-0.152,"+",0,0,0,0,1,0
"Lesko","Debbie","AZ","N00042056","L000589",8,1958-11-14,"F",0.614,-0.077,"-",0,0,1,2,3,13650
"Lesko","Debbie","AZ","N00042056","L000589",8,1958-11-14,"F",0.614,-0.077,"+",0,0,1,2,3,0
"Letlow","Julia","LA","N00047972","L000595",5,1981-03-16,"F",0.426,0.448,"-",0,0,0,0,1,20600
"Letlow","Julia","LA","N00047972","L000595",5,1981-03-16,"F",0.426,0.448,"+",0,0,0,0,1,0
"Levin","Andy","MI","N00042149","L000592",9,1960-08-10,"M",-0.474,-0.563,"-",0,0,0,1,2,9120
"Levin","Andy","MI","N00042149","L000592",9,1960-08-10,"M",-0.474,-0.563,"+",0,0,0,1,2,0
"Levin","Mike","CA","N00040667","L000593",49,1978-10-28,"M",-0.338,0.156,"-",0,0,0,1,2,8300
"Levin","Mike","CA","N00040667","L000593",49,1978-10-28,"M",-0.338,0.156,"+",0,0,0,1,2,8300
"Lieu","Ted","CA","N00035825","L000582",36,1969-03-29,"M",-0.374,-0.229,"-",0,1,2,3,4,7400
"Lieu","Ted","CA","N00035825","L000582",36,1969-03-29,"M",-0.374,-0.229,"+",0,1,2,3,4,0
"Lofgren","Zoe","CA","N00007479","L000397",18,1947-12-21,"F",-0.399,-0.419,"-",10,11,12,13,14,12500
"Lofgren","Zoe","CA","N00007479","L000397",18,1947-12-21,"F",-0.399,-0.419,"+",10,11,12,13,14,1075
"Loudermilk","Barry","GA","N00035347","L000583",11,1963-12-22,"M",0.682,-0.003,"-",0,1,2,3,4,0
"Loudermilk","Barry","GA","N00035347","L000583",11,1963-12-22,"M",0.682,-0.003,"+",0,1,2,3,4,0
"Lowenthal","Alan","CA","N00033274","L000579",47,1941-03-08,"M",-0.449,-0.384,"-",1,2,3,4,5,10500
"Lowenthal","Alan","CA","N00033274","L000579",47,1941-03-08,"M",-0.449,-0.384,"+",1,2,3,4,5,0
"Lucas","Frank","OK","N00005559","L000491",3,1960-01-06,"M",0.36,0.449,"-",11,12,13,14,15,8800
"Lucas","Frank","OK","N00005559","L000491",3,1960-01-06,"M",0.36,0.449,"+",11,12,13,14,15,0
"Luetkemeyer","Blaine","MO","N00030026","L000569",3,1952-05-07,"M",0.452,0.23,"-",3,4,5,6,7,1000
"Luetkemeyer","Blaine","MO","N00030026","L000569",3,1952-05-07,"M",0.452,0.23,"+",3,4,5,6,7,0
"Luria","Elaine","VA","N00042293","L000591",2,1975-08-15,"F",-0.206,0.426,"-",0,0,0,1,2,7300
"Luria","Elaine","VA","N00042293","L000591",2,1975-08-15,"F",-0.206,0.426,"+",0,0,0,1,2,0
"Lynch","Stephen","MA","N00013855","L000562",8,1955-03-31,"M",-0.348,0.037,"-",7,8,9,10,11,750
"Lynch","Stephen","MA","N00013855","L000562",8,1955-03-31,"M",-0.348,0.037,"+",7,8,9,10,11,0
"Mace","Nancy","SC","N00035670","M000194",1,1977-12-04,"F",0.328,-0.257,"-",0,0,0,0,1,31996
"Mace","Nancy","SC","N00035670","M000194",1,1977-12-04,"F",0.328,-0.257,"+",0,0,0,0,1,0
"Malinowski","Tom","NJ","N00041843","M001203",7,1965-09-23,"M",-0.272,0.121,"-",0,0,0,1,2,18000
"Malinowski","Tom","NJ","N00041843","M001203",7,1965-09-23,"M",-0.272,0.121,"+",0,0,0,1,2,0
"Malliotakis","Nicole","NY","N00044040","M000317",11,1980-11-11,"F",0.329,-0.066,"-",0,0,0,0,1,23870
"Malliotakis","Nicole","NY","N00044040","M000317",11,1980-11-11,"F",0.329,-0.066,"+",0,0,0,0,1,0
"Maloney","Carolyn","NY","N00000078","M000087",12,1946-02-19,"F",-0.387,-0.285,"-",11,12,13,14,15,12350
"Maloney","Carolyn","NY","N00000078","M000087",12,1946-02-19,"F",-0.387,-0.285,"+",11,12,13,14,15,0
"Maloney","Sean","NY","N00034277","M001185",18,1966-07-30,"M",-0.239,0.114,"-",1,2,3,4,5,0
"Maloney","Sean","NY","N00034277","M001185",18,1966-07-30,"M",-0.239,0.114,"+",1,2,3,4,5,0
"Mann","Tracey","KS","N00030743","M000871",1,1976-12-17,"M",0.611,0.1,"-",0,0,0,0,1,30300
"Mann","Tracey","KS","N00030743","M000871",1,1976-12-17,"M",0.611,0.1,"+",0,0,0,0,1,0
"Manning","Kathy","NC","N00042159","M001135",6,1956-12-03,"F",-0.261,0.327,"-",0,0,0,0,1,250
"Manning","Kathy","NC","N00042159","M001135",6,1956-12-03,"F",-0.261,0.327,"+",0,0,0,0,1,0
"Massie","Thomas","KY","N00034041","M001184",4,1971-01-13,"M",0.678,-0.735,"-",2,3,4,5,6,0
"Massie","Thomas","KY","N00034041","M001184",4,1971-01-13,"M",0.678,-0.735,"+",2,3,4,5,6,0
"Mast","Brian","FL","N00037269","M001199",21,1980-07-10,"M",0.462,-0.359,"-",0,0,1,2,3,2906
"Mast","Brian","FL","N00037269","M001199",21,1980-07-10,"M",0.462,-0.359,"+",0,0,1,2,3,0
"Matsui","Doris","CA","N00027459","M001163",7,1944-09-25,"F",-0.435,-0.146,"-",5,6,7,8,9,5000
"Matsui","Doris","CA","N00027459","M001163",7,1944-09-25,"F",-0.435,-0.146,"+",5,6,7,8,9,0
"McBath","Lucy","GA","N00042813","M001208",7,1960-06-01,"F",-0.322,0.258,"-",0,0,0,1,2,1183
"McBath","Lucy","GA","N00042813","M001208",7,1960-06-01,"F",-0.322,0.258,"+",0,0,0,1,2,0
"McCarthy","Kevin","CA","N00028152","M001165",20,1965-01-26,"M",0.453,0.233,"-",4,5,6,7,8,314797
"McCarthy","Kevin","CA","N00028152","M001165",20,1965-01-26,"M",0.453,0.233,"+",4,5,6,7,8,3050
"McCaul","Michael","TX","N00026460","M001157",10,1962-01-14,"M",0.416,0.144,"-",5,6,7,8,9,25009
"McCaul","Michael","TX","N00026460","M001157",10,1962-01-14,"M",0.416,0.144,"+",5,6,7,8,9,0
"McClain","Lisa","MI","N00045730","M001136",9,1966-04-07,"F",0.549,0.126,"-",0,0,0,0,1,2750
"McClain","Lisa","MI","N00045730","M001136",9,1966-04-07,"F",0.549,0.126,"+",0,0,0,0,1,0
"McClintock","Tom","CA","N00006863","M001177",5,1956-07-10,"M",0.682,-0.401,"-",3,4,5,6,7,4333
"McClintock","Tom","CA","N00006863","M001177",5,1956-07-10,"M",0.682,-0.401,"+",3,4,5,6,7,0
"McCollum","Betty","MN","N00012942","M001143",4,1954-07-12,"F",-0.417,-0.193,"-",7,8,9,10,11,3750
"McCollum","Betty","MN","N00012942","M001143",4,1954-07-12,"F",-0.417,-0.193,"+",7,8,9,10,11,0
"McEachin","A.","VA","N00039327","M001200",4,1961-10-10,"M",-0.381,-0.017,"-",0,0,1,2,3,39800
"McEachin","A.","VA","N00039327","M001200",4,1961-10-10,"M",-0.381,-0.017,"+",0,0,1,2,3,0
"McGovern","James","MA","N00000179","M000312",2,1959-11-20,"M",-0.538,-0.323,"-",9,10,11,12,13,500
"McGovern","James","MA","N00000179","M000312",2,1959-11-20,"M",-0.538,-0.323,"+",9,10,11,12,13,0
"McHenry","Patrick","NC","N00026627","M001156",10,1975-10-22,"M",0.529,0.131,"-",5,6,7,8,9,22500
"McHenry","Patrick","NC","N00026627","M001156",10,1975-10-22,"M",0.529,0.131,"+",5,6,7,8,9,0
"McKinley","David","WV","N00031681","M001180",1,1947-03-28,"M",0.3,0.178,"-",2,3,4,5,6,4000
"McKinley","David","WV","N00031681","M001180",1,1947-03-28,"M",0.3,0.178,"+",2,3,4,5,6,0
"McMorris Rodgers","Cathy","WA","N00026314","M001159",5,1969-05-22,"F",0.432,0.11,"-",5,6,7,8,9,137398
"McMorris Rodgers","Cathy","WA","N00026314","M001159",5,1969-05-22,"F",0.432,0.11,"+",5,6,7,8,9,0
"McNerney","Jerry","CA","N00026926","M001166",9,1951-06-18,"M",-0.263,-0.159,"-",4,5,6,7,8,13000
"McNerney","Jerry","CA","N00026926","M001166",9,1951-06-18,"M",-0.263,-0.159,"+",4,5,6,7,8,3400
"Meeks","Gregory","NY","N00001171","M001137",5,1953-09-25,"M",-0.415,-0.072,"-",9,10,11,12,13,18250
"Meeks","Gregory","NY","N00001171","M001137",5,1953-09-25,"M",-0.415,-0.072,"+",9,10,11,12,13,0
"Meijer","Peter","MI","N00044884","M001186",3,1988-01-10,"M",0.245,0.213,"-",0,0,0,0,1,26833
"Meijer","Peter","MI","N00044884","M001186",3,1988-01-10,"M",0.245,0.213,"+",0,0,0,0,1,0
"Meng","Grace","NY","N00034547","M001188",6,1975-10-01,"F",-0.376,-0.217,"-",1,2,3,4,5,3000
"Meng","Grace","NY","N00034547","M001188",6,1975-10-01,"F",-0.376,-0.217,"+",1,2,3,4,5,0
"Meuser","Daniel","PA","N00029416","M001204",9,1964-02-10,"M",0.494,0.248,"-",0,0,0,1,2,14510
"Meuser","Daniel","PA","N00029416","M001204",9,1964-02-10,"M",0.494,0.248,"+",0,0,0,1,2,0
"Mfume","Kweisi","MD","N00001799","M000687",7,1948-10-24,"M",-0.443,-0.352,"-",5,5,5,6,7,3500
"Mfume","Kweisi","MD","N00001799","M000687",7,1948-10-24,"M",-0.443,-0.352,"+",5,5,5,6,7,0
"Miller","Carol","WV","N00041542","M001205",1,1950-11-04,"F",0.517,0.108,"-",0,0,0,1,2,2500
"Miller","Carol","WV","N00041542","M001205",1,1950-11-04,"F",0.517,0.108,"+",0,0,0,1,2,0
"Miller","Mary","IL","N00045703","M001211",15,1959-08-27,"F",0.807,-0.15,"-",0,0,0,0,1,6050
"Miller","Mary","IL","N00045703","M001211",15,1959-08-27,"F",0.807,-0.15,"+",0,0,0,0,1,0
"Miller-Meeks","Mariannette","IA","N00029495","M001215",1,1955-09-06,"F",0.335,0.189,"-",0,0,0,0,1,9133
"Miller-Meeks","Mariannette","IA","N00029495","M001215",1,1955-09-06,"F",0.335,0.189,"+",0,0,0,0,1,0
"Moolenaar","John","MI","N00036275","M001194",2,1961-05-08,"M",0.45,0.169,"-",0,1,2,3,4,14000
"Moolenaar","John","MI","N00036275","M001194",2,1961-05-08,"M",0.45,0.169,"+",0,1,2,3,4,0
"Mooney","Alexander","WV","N00033814","M001195",2,1971-06-05,"M",0.564,-0.222,"-",0,1,2,3,4,3850
"Mooney","Alexander","WV","N00033814","M001195",2,1971-06-05,"M",0.564,-0.222,"+",0,1,2,3,4,0
"Moore","Barry","AL","N00041295","M001212",2,1966-09-26,"M",0.645,-0.171,"-",0,0,0,0,1,1000
"Moore","Barry","AL","N00041295","M001212",2,1966-09-26,"M",0.645,-0.171,"+",0,0,0,0,1,0
"Moore","Blake","UT","N00046598","M001213",1,1980-06-22,"M",0.367,0.304,"-",0,0,0,0,1,1750
"Moore","Blake","UT","N00046598","M001213",1,1980-06-22,"M",0.367,0.304,"+",0,0,0,0,1,0
"Moore","Gwen","WI","N00026914","M001160",4,1951-04-18,"F",-0.526,-0.258,"-",5,6,7,8,9,2500
"Moore","Gwen","WI","N00026914","M001160",4,1951-04-18,"F",-0.526,-0.258,"+",5,6,7,8,9,0
"Morelle","Joseph","NY","N00043207","M001206",25,1957-04-29,"M",-0.329,0.157,"-",0,0,1,2,3,8500
"Morelle","Joseph","NY","N00043207","M001206",25,1957-04-29,"M",-0.329,0.157,"+",0,0,1,2,3,0
"Moulton","Seth","MA","N00035431","M001196",6,1978-10-24,"M",-0.282,-0.044,"-",0,1,2,3,4,0
"Moulton","Seth","MA","N00035431","M001196",6,1978-10-24,"M",-0.282,-0.044,"+",0,1,2,3,4,0
"Mrvan","Frank","IN","N00045905","M001214",1,1969-04-16,"M",-0.306,0.298,"-",0,0,0,0,1,1300
"Mrvan","Frank","IN","N00045905","M001214",1,1969-04-16,"M",-0.306,0.298,"+",0,0,0,0,1,0
"Murphy","Gregory","NC","N00044027","M001210",3,1963-03-05,"M",0.485,0.076,"-",0,0,0,1,2,5000
"Murphy","Gregory","NC","N00044027","M001210",3,1963-03-05,"M",0.485,0.076,"+",0,0,0,1,2,2000
"Murphy","Stephanie","FL","N00040133","M001202",7,1978-09-16,"F",-0.161,0.123,"-",0,0,1,2,3,35650
"Murphy","Stephanie","FL","N00040133","M001202",7,1978-09-16,"F",-0.161,0.123,"+",0,0,1,2,3,0
"Nadler","Jerrold","NY","N00000939","N000002",12,1947-06-13,"M",-0.508,-0.484,"-",12,13,14,15,16,1000
"Nadler","Jerrold","NY","N00000939","N000002",12,1947-06-13,"M",-0.508,-0.484,"+",12,13,14,15,16,0
"Napolitano","Grace","CA","N00006789","N000179",31,1936-12-04,"F",-0.449,-0.245,"-",8,9,10,11,12,1500
"Napolitano","Grace","CA","N00006789","N000179",31,1936-12-04,"F",-0.449,-0.245,"+",8,9,10,11,12,0
"Neal","Richard","MA","N00000153","N000015",1,1949-02-14,"M",-0.417,-0.105,"-",13,14,15,16,17,40600
"Neal","Richard","MA","N00000153","N000015",1,1949-02-14,"M",-0.417,-0.105,"+",13,14,15,16,17,1000
"Neguse","Joe","CO","N00041080","N000191",2,1984-05-13,"M",-0.396,-0.215,"-",0,0,0,1,2,0
"Neguse","Joe","CO","N00041080","N000191",2,1984-05-13,"M",-0.396,-0.215,"+",0,0,0,1,2,0
"Nehls","Troy","TX","N00046067","N000026",22,1968-04-07,"M",0.609,-0.222,"-",0,0,0,0,1,9212
"Nehls","Troy","TX","N00046067","N000026",22,1968-04-07,"M",0.609,-0.222,"+",0,0,0,0,1,0
"Newhouse","Dan","WA","N00036403","N000189",4,1955-07-10,"M",0.316,0.347,"-",0,1,2,3,4,42050
"Newhouse","Dan","WA","N00036403","N000189",4,1955-07-10,"M",0.316,0.347,"+",0,1,2,3,4,0
"Newman","Marie","IL","N00040891","N000192",3,1964-04-13,"F",-0.588,-0.303,"-",0,0,0,0,1,1000
"Newman","Marie","IL","N00040891","N000192",3,1964-04-13,"F",-0.588,-0.303,"+",0,0,0,0,1,0
"Norcross","Donald","NJ","N00036154","N000188",1,1958-12-13,"M",-0.421,0.328,"-",1,2,3,4,5,6900
"Norcross","Donald","NJ","N00036154","N000188",1,1958-12-13,"M",-0.421,0.328,"+",1,2,3,4,5,0
"Norman","Ralph","SC","N00027783","N000190",5,1953-06-20,"M",0.848,-0.367,"-",0,0,1,2,3,5000
"Norman","Ralph","SC","N00027783","N000190",5,1953-06-20,"M",0.848,-0.367,"+",0,0,1,2,3,0
"Nunes","Devin","CA","N00007248","N000181",22,1973-10-01,"M",0.45,0.223,"-",6,7,8,9,10,10287
"Nunes","Devin","CA","N00007248","N000181",22,1973-10-01,"M",0.45,0.223,"+",6,7,8,9,10,500
"Obernolte","Jay","CA","N00045377","O000019",23,1970-08-18,"M",0.313,0.28,"-",0,0,0,0,1,4500
"Obernolte","Jay","CA","N00045377","O000019",23,1970-08-18,"M",0.313,0.28,"+",0,0,0,0,1,1000
"Ocasio-Cortez","Alexandria","NY","N00041162","O000172",14,1989-10-13,"F",-0.299,-0.954,"-",0,0,0,1,2,2622
"Ocasio-Cortez","Alexandria","NY","N00041162","O000172",14,1989-10-13,"F",-0.299,-0.954,"+",0,0,0,1,2,0
"Omar","Ilhan","MN","N00043581","O000173",5,1981-10-04,"F",-0.298,-0.955,"-",0,0,0,1,2,0
"Omar","Ilhan","MN","N00043581","O000173",5,1981-10-04,"F",-0.298,-0.955,"+",0,0,0,1,2,0
"Owens","Clarence","UT","N00045812","O000086",4,1951-08-02,"M",0.461,0.265,"-",0,0,0,0,1,3365
"Owens","Clarence","UT","N00045812","O000086",4,1951-08-02,"M",0.461,0.265,"+",0,0,0,0,1,0
"O’Halleran","Tom","AZ","N00037515","O000171",1,1946-01-24,"M",-0.198,0.18,"-",0,0,1,2,3,19300
"O’Halleran","Tom","AZ","N00037515","O000171",1,1946-01-24,"M",-0.198,0.18,"+",0,0,1,2,3,0
"Palazzo","Steven","MS","N00031958","P000601",4,1970-02-21,"M",0.535,0.45,"-",2,3,4,5,6,16700
"Palazzo","Steven","MS","N00031958","P000601",4,1970-02-21,"M",0.535,0.45,"+",2,3,4,5,6,0
"Pallone","Frank","NJ","N00000781","P000034",6,1951-10-30,"M",-0.404,-0.168,"-",14,15,16,17,18,42150
"Pallone","Frank","NJ","N00000781","P000034",6,1951-10-30,"M",-0.404,-0.168,"+",14,15,16,17,18,0
"Palmer","Gary","AL","N00035691","P000609",6,1954-05-14,"M",0.679,0.102,"-",0,1,2,3,4,17300
"Palmer","Gary","AL","N00035691","P000609",6,1954-05-14,"M",0.679,0.102,"+",0,1,2,3,4,0
"Panetta","Jimmy","CA","N00038601","P000613",19,1969-10-01,"M",-0.288,0.126,"-",0,0,1,2,3,7750
"Panetta","Jimmy","CA","N00038601","P000613",19,1969-10-01,"M",-0.288,0.126,"+",0,0,1,2,3,3400
"Pappas","Chris","NH","N00042161","P000614",1,1980-06-04,"M",-0.237,0.343,"-",0,0,0,1,2,750
"Pappas","Chris","NH","N00042161","P000614",1,1980-06-04,"M",-0.237,0.343,"+",0,0,0,1,2,0
"Pascrell","Bill","NJ","N00000751","P000096",9,1937-01-25,"M",-0.368,-0.006,"-",9,10,11,12,13,5000
"Pascrell","Bill","NJ","N00000751","P000096",9,1937-01-25,"M",-0.368,-0.006,"+",9,10,11,12,13,0
"Payne","Donald","NJ","N00034639","P000604",10,1958-12-17,"M",-0.52,-0.097,"-",2,3,4,5,6,18500
"Payne","Donald","NJ","N00034639","P000604",10,1958-12-17,"M",-0.52,-0.097,"+",2,3,4,5,6,0
"Pelosi","Nancy","CA","N00007360","P000197",11,1940-03-26,"F",-0.49,-0.197,"-",14,15,16,17,18,28930
"Pelosi","Nancy","CA","N00007360","P000197",11,1940-03-26,"F",-0.49,-0.197,"+",14,15,16,17,18,3978
"Peltola","Mary","AK","N00050780","P000619",0,1973-08-31,"F",-0.16,0.407,"-",0,0,0,0,1,0
"Peltola","Mary","AK","N00050780","P000619",0,1973-08-31,"F",-0.16,0.407,"+",0,0,0,0,1,0
"Pence","Greg","IN","N00041956","P000615",6,1956-11-14,"M",0.506,0.151,"-",0,0,0,1,2,6052
"Pence","Greg","IN","N00041956","P000615",6,1956-11-14,"M",0.506,0.151,"+",0,0,0,1,2,0
"Perlmutter","Ed","CO","N00027510","P000593",7,1953-05-01,"M",-0.282,0.072,"-",4,5,6,7,8,2500
"Perlmutter","Ed","CO","N00027510","P000593",7,1953-05-01,"M",-0.282,0.072,"+",4,5,6,7,8,0
"Perry","Scott","PA","N00034120","P000605",10,1962-05-27,"M",0.677,-0.461,"-",1,2,3,4,5,3133
"Perry","Scott","PA","N00034120","P000605",10,1962-05-27,"M",0.677,-0.461,"+",1,2,3,4,5,0
"Peters","Scott","CA","N00033591","P000608",50,1958-06-17,"M",-0.188,-0.032,"-",1,2,3,4,5,9500
"Peters","Scott","CA","N00033591","P000608",50,1958-06-17,"M",-0.188,-0.032,"+",1,2,3,4,5,0
"Pfluger","August","TX","N00045421","P000048",11,1978-12-28,"M",0.646,0.403,"-",0,0,0,0,1,271546
"Pfluger","August","TX","N00045421","P000048",11,1978-12-28,"M",0.646,0.403,"+",0,0,0,0,1,0
"Phillips","Dean","MN","N00041134","P000616",3,1969-01-20,"M",-0.28,0.181,"-",0,0,0,1,2,250
"Phillips","Dean","MN","N00041134","P000616",3,1969-01-20,"M",-0.28,0.181,"+",0,0,0,1,2,0
"Pingree","Chellie","ME","N00013817","P000597",1,1955-04-02,"F",-0.421,-0.36,"-",3,4,5,6,7,0
"Pingree","Chellie","ME","N00013817","P000597",1,1955-04-02,"F",-0.421,-0.36,"+",3,4,5,6,7,0
"Pocan","Mark","WI","N00033549","P000607",2,1964-08-14,"M",-0.531,-0.561,"-",1,2,3,4,5,1000
"Pocan","Mark","WI","N00033549","P000607",2,1964-08-14,"M",-0.531,-0.561,"+",1,2,3,4,5,0
"Porter","Katie","CA","N00040865","P000618",47,1974-01-03,"F",-0.224,-0.278,"-",0,0,0,1,2,4590
"Porter","Katie","CA","N00040865","P000618",47,1974-01-03,"F",-0.224,-0.278,"+",0,0,0,1,2,400
"Posey","Bill","FL","N00029662","P000599",8,1947-12-18,"M",0.531,-0.351,"-",3,4,5,6,7,5800
"Posey","Bill","FL","N00029662","P000599",8,1947-12-18,"M",0.531,-0.351,"+",3,4,5,6,7,0
"Pressley","Ayanna","MA","N00042581","P000617",7,1974-02-03,"F",-0.349,-0.937,"-",0,0,0,1,2,0
"Pressley","Ayanna","MA","N00042581","P000617",7,1974-02-03,"F",-0.349,-0.937,"+",0,0,0,1,2,0
"Price","David","NC","N00002260","P000523",4,1940-08-17,"M",-0.343,-0.03,"-",13,14,15,16,17,4500
"Price","David","NC","N00002260","P000523",4,1940-08-17,"M",-0.343,-0.03,"+",13,14,15,16,17,0
"Quigley","Mike","IL","N00030581","Q000023",5,1958-10-17,"M",-0.324,-0.259,"-",3,4,5,6,7,1000
"Quigley","Mike","IL","N00030581","Q000023",5,1958-10-17,"M",-0.324,-0.259,"+",3,4,5,6,7,0
"Raskin","Jamie","MD","N00037036","R000606",8,1962-12-13,"M",-0.521,-0.245,"-",0,0,1,2,3,1000
"Raskin","Jamie","MD","N00037036","R000606",8,1962-12-13,"M",-0.521,-0.245,"+",0,0,1,2,3,0
"Reed","Tom","NY","N00030949","R000585",23,1971-11-18,"M",0.269,0.12,"-",3,4,5,6,7,13300
"Reed","Tom","NY","N00030949","R000585",23,1971-11-18,"M",0.269,0.12,"+",3,4,5,6,7,0
"Reschenthaler","Guy","PA","N00041871","R000610",14,1983-04-17,"M",0.437,0.063,"-",0,0,0,1,2,1500
"Reschenthaler","Guy","PA","N00041871","R000610",14,1983-04-17,"M",0.437,0.063,"+",0,0,0,1,2,0
"Rice","Kathleen","NY","N00035927","R000602",4,1965-02-15,"F",-0.28,0.039,"-",0,1,2,3,4,4000
"Rice","Kathleen","NY","N00035927","R000602",4,1965-02-15,"F",-0.28,0.039,"+",0,1,2,3,4,0
"Rice","Tom","SC","N00033832","R000597",7,1957-08-04,"M",0.558,-0.217,"-",1,2,3,4,5,20150
"Rice","Tom","SC","N00033832","R000597",7,1957-08-04,"M",0.558,-0.217,"+",1,2,3,4,5,0
"Rogers","Harold","KY","N00003473","R000395",5,1937-12-31,"M",0.334,0.142,"-",14,15,16,17,18,3450
"Rogers","Harold","KY","N00003473","R000395",5,1937-12-31,"M",0.334,0.142,"+",14,15,16,17,18,0
"Rogers","Mike","AL","N00024759","R000575",3,1958-07-16,"M",0.377,0.384,"-",6,7,8,9,10,16000
"Rogers","Mike","AL","N00024759","R000575",3,1958-07-16,"M",0.377,0.384,"+",6,7,8,9,10,0
"Rose","John","TN","N00041599","R000612",6,1965-02-23,"M",0.668,0.105,"-",0,0,0,1,2,3500
"Rose","John","TN","N00041599","R000612",6,1965-02-23,"M",0.668,0.105,"+",0,0,0,1,2,0
"Rosendale","Matthew","MT","N00035517","R000103",2,1960-07-07,"M",0.748,-0.62,"-",0,0,0,0,1,14296
"Rosendale","Matthew","MT","N00035517","R000103",2,1960-07-07,"M",0.748,-0.62,"+",0,0,0,0,1,0
"Ross","Deborah","NC","N00038565","R000305",2,1963-06-20,"F",-0.452,0.23,"-",0,0,0,0,1,100
"Ross","Deborah","NC","N00038565","R000305",2,1963-06-20,"F",-0.452,0.23,"+",0,0,0,0,1,1000
"Rouzer","David","NC","N00033527","R000603",7,1972-02-16,"M",0.564,0.247,"-",0,1,2,3,4,2500
"Rouzer","David","NC","N00033527","R000603",7,1972-02-16,"M",0.564,0.247,"+",0,1,2,3,4,0
"Roy","Chip","TX","N00042268","R000614",21,1972-08-07,"M",0.8,-0.6,"-",0,0,0,1,2,70410
"Roy","Chip","TX","N00042268","R000614",21,1972-08-07,"M",0.8,-0.6,"+",0,0,0,1,2,0
"Roybal-Allard","Lucille","CA","N00006671","R000486",40,1941-06-12,"F",-0.469,-0.171,"-",11,12,13,14,15,1000
"Roybal-Allard","Lucille","CA","N00006671","R000486",40,1941-06-12,"F",-0.469,-0.171,"+",11,12,13,14,15,0
"Ruiz","Raul","CA","N00033510","R000599",25,1972-08-25,"M",-0.252,0.049,"-",1,2,3,4,5,13870
"Ruiz","Raul","CA","N00033510","R000599",25,1972-08-25,"M",-0.252,0.049,"+",1,2,3,4,5,5800
"Ruppersberger","C.","MD","N00025482","R000576",2,1946-01-31,"M",-0.297,0.127,"-",6,7,8,9,10,2500
"Ruppersberger","C.","MD","N00025482","R000576",2,1946-01-31,"M",-0.297,0.127,"+",6,7,8,9,10,0
"Rush","Bobby","IL","N00004887","R000515",1,1946-11-23,"M",-0.479,-0.203,"-",11,12,13,14,15,33500
"Rush","Bobby","IL","N00004887","R000515",1,1946-11-23,"M",-0.479,-0.203,"+",11,12,13,14,15,0
"Rutherford","John","FL","N00039777","R000609",5,1952-09-02,"M",0.426,0.068,"-",0,0,1,2,3,1000
"Rutherford","John","FL","N00039777","R000609",5,1952-09-02,"M",0.426,0.068,"+",0,0,1,2,3,0
"Ryan","Patrick","NY","N00041165","R000579",18,1982-03-28,"M",-0.219,0.225,"-",0,0,0,0,1,0
"Ryan","Patrick","NY","N00041165","R000579",18,1982-03-28,"M",-0.219,0.225,"+",0,0,0,0,1,0
"Ryan","Tim","OH","N00025280","R000577",13,1973-07-16,"M",-0.402,0.208,"-",6,7,8,9,10,29407
"Ryan","Tim","OH","N00025280","R000577",13,1973-07-16,"M",-0.402,0.208,"+",6,7,8,9,10,4135
"Salazar","Maria","FL","N00042810","S000168",27,1961-11-01,"F",0.269,0.148,"-",0,0,0,0,1,35696
"Salazar","Maria","FL","N00042810","S000168",27,1961-11-01,"F",0.269,0.148,"+",0,0,0,0,1,0
"Sarbanes","John","MD","N00027751","S001168",3,1962-05-22,"M",-0.465,-0.071,"-",4,5,6,7,8,0
"Sarbanes","John","MD","N00027751","S001168",3,1962-05-22,"M",-0.465,-0.071,"+",4,5,6,7,8,0
"Scalise","Steve","LA","N00009660","S001176",1,1965-10-06,"M",0.559,0.15,"-",4,5,6,7,8,116157
"Scalise","Steve","LA","N00009660","S001176",1,1965-10-06,"M",0.559,0.15,"+",4,5,6,7,8,1985
"Scanlon","Mary","PA","N00042706","S001205",5,1959-08-30,"F",-0.475,-0.082,"-",0,0,1,2,3,1350
"Scanlon","Mary","PA","N00042706","S001205",5,1959-08-30,"F",-0.475,-0.082,"+",0,0,1,2,3,0
"Schakowsky","Janice","IL","N00004724","S001145",9,1944-05-26,"F",-0.603,-0.276,"-",8,9,10,11,12,175
"Schakowsky","Janice","IL","N00004724","S001145",9,1944-05-26,"F",-0.603,-0.276,"+",8,9,10,11,12,0
"Schiff","Adam","CA","N00009585","S001150",30,1960-06-22,"M",-0.35,-0.133,"-",7,8,9,10,11,10800
"Schiff","Adam","CA","N00009585","S001150",30,1960-06-22,"M",-0.35,-0.133,"+",7,8,9,10,11,3000
"Schneider","Bradley","IL","N00033101","S001190",10,1961-08-20,"M",-0.187,-0.14,"-",1,1,2,3,4,6950
"Schneider","Bradley","IL","N00033101","S001190",10,1961-08-20,"M",-0.187,-0.14,"+",1,1,2,3,4,0
"Schrader","Kurt","OR","N00030071","S001180",5,1951-10-19,"M",-0.182,0.054,"-",3,4,5,6,7,55500
"Schrader","Kurt","OR","N00030071","S001180",5,1951-10-19,"M",-0.182,0.054,"+",3,4,5,6,7,0
"Schrier","Kim","WA","N00041606","S001216",8,1968-08-23,"F",-0.288,0.449,"-",0,0,0,1,2,900
