"last_name","first_name","state","opensecrets_id","bioguide_id","district","birthday","gender","Industry_Type","seniority_113","seniority_114","seniority_115","seniority_116","seniority_117","total"
"Nugent","Richard","FL","N00032441","N000185",11,1951-05-26,"M","+",2,3,3,3,3,0
"Nunes","Devin","CA","N00007248","N000181",22,1973-10-01,"M","-",6,7,8,9,10,56500
"Nunes","Devin","CA","N00007248","N000181",22,1973-10-01,"M","+",6,7,8,9,10,250
"Nunnelee","Alan","MS","N00031006","N000186",1,1958-10-09,"M","-",2,3,3,3,3,0
"Nunnelee","Alan","MS","N00031006","N000186",1,1958-10-09,"M","+",2,3,3,3,3,0
"Olson","Pete","TX","N00029285","O000168",22,1962-12-09,"M","-",3,4,5,6,6,137800
"Olson","Pete","TX","N00029285","O000168",22,1962-12-09,"M","+",3,4,5,6,6,0
"O’Rourke","Beto","TX","N00033540","O000170",16,1972-09-26,"M","-",1,2,3,3,3,0
"O’Rourke","Beto","TX","N00033540","O000170",16,1972-09-26,"M","+",1,2,3,3,3,0
"Palazzo","Steven","MS","N00031958","P000601",4,1970-02-21,"M","-",2,3,4,5,6,31500
"Palazzo","Steven","MS","N00031958","P000601",4,1970-02-21,"M","+",2,3,4,5,6,0
"Pallone","Frank","NJ","N00000781","P000034",6,1951-10-30,"M","-",14,15,16,17,18,12499
"Pallone","Frank","NJ","N00000781","P000034",6,1951-10-30,"M","+",14,15,16,17,18,1000
"Palmer","Gary","AL","N00035691","P000609",6,1954-05-14,"M","-",0,1,2,3,4,9000
"Palmer","Gary","AL","N00035691","P000609",6,1954-05-14,"M","+",0,1,2,3,4,0
"Pascrell","Bill","NJ","N00000751","P000096",9,1937-01-25,"M","-",9,10,11,12,13,7500
"Pascrell","Bill","NJ","N00000751","P000096",9,1937-01-25,"M","+",9,10,11,12,13,6000
"Paulsen","Erik","MN","N00029391","P000594",3,1965-05-14,"M","-",3,4,5,5,5,36499
"Paulsen","Erik","MN","N00029391","P000594",3,1965-05-14,"M","+",3,4,5,5,5,333
"Payne","Donald","NJ","N00034639","P000604",10,1958-12-17,"M","-",2,3,4,5,6,7600
"Payne","Donald","NJ","N00034639","P000604",10,1958-12-17,"M","+",2,3,4,5,6,0
"Pearce","Stevan","NM","N00012672","P000588",2,1947-08-24,"M","-",5,6,7,7,7,97406
"Pearce","Stevan","NM","N00012672","P000588",2,1947-08-24,"M","+",5,6,7,7,7,0
"Pelosi","Nancy","CA","N00007360","P000197",11,1940-03-26,"F","-",14,15,16,17,18,5800
"Pelosi","Nancy","CA","N00007360","P000197",11,1940-03-26,"F","+",14,15,16,17,18,200
"Perlmutter","Ed","CO","N00027510","P000593",7,1953-05-01,"M","-",4,5,6,7,8,6450
"Perlmutter","Ed","CO","N00027510","P000593",7,1953-05-01,"M","+",4,5,6,7,8,500
"Perry","Scott","PA","N00034120","P000605",10,1962-05-27,"M","-",1,2,3,4,5,22500
"Perry","Scott","PA","N00034120","P000605",10,1962-05-27,"M","+",1,2,3,4,5,0
"Peters","Scott","CA","N00033591","P000608",50,1958-06-17,"M","-",1,2,3,4,5,16395
"Peters","Scott","CA","N00033591","P000608",50,1958-06-17,"M","+",1,2,3,4,5,1025
"Peterson","Collin","MN","N00004558","P000258",7,1944-06-29,"M","-",12,13,14,15,15,24200
"Peterson","Collin","MN","N00004558","P000258",7,1944-06-29,"M","+",12,13,14,15,15,0
"Pingree","Chellie","ME","N00013817","P000597",1,1955-04-02,"F","-",3,4,5,6,7,1250
"Pingree","Chellie","ME","N00013817","P000597",1,1955-04-02,"F","+",3,4,5,6,7,1000
"Pittenger","Robert","NC","N00034416","P000606",9,1948-08-15,"M","-",1,2,3,3,3,12800
"Pittenger","Robert","NC","N00034416","P000606",9,1948-08-15,"M","+",1,2,3,3,3,0
"Pitts","Joseph","PA","N00001633","P000373",16,1939-10-10,"M","-",9,10,10,10,10,0
"Pitts","Joseph","PA","N00001633","P000373",16,1939-10-10,"M","+",9,10,10,10,10,0
"Pocan","Mark","WI","N00033549","P000607",2,1964-08-14,"M","-",1,2,3,4,5,3500
"Pocan","Mark","WI","N00033549","P000607",2,1964-08-14,"M","+",1,2,3,4,5,0
"Poe","Ted","TX","N00026457","P000592",2,1948-09-10,"M","-",5,6,7,7,7,34050
"Poe","Ted","TX","N00026457","P000592",2,1948-09-10,"M","+",5,6,7,7,7,0
"Poliquin","Bruce","ME","N00034584","P000611",2,1953-11-01,"M","-",0,1,2,2,2,27250
"Poliquin","Bruce","ME","N00034584","P000611",2,1953-11-01,"M","+",0,1,2,2,2,2650
"Polis","Jared","CO","N00029127","P000598",2,1975-05-12,"M","-",3,4,5,5,5,350
"Polis","Jared","CO","N00029127","P000598",2,1975-05-12,"M","+",3,4,5,5,5,0
"Pompeo","Mike","KS","N00030744","P000602",4,1963-12-30,"M","-",2,3,4,4,4,45750
"Pompeo","Mike","KS","N00030744","P000602",4,1963-12-30,"M","+",2,3,4,4,4,0
"Posey","Bill","FL","N00029662","P000599",8,1947-12-18,"M","-",3,4,5,6,7,6000
"Posey","Bill","FL","N00029662","P000599",8,1947-12-18,"M","+",3,4,5,6,7,0
"Price","David","NC","N00002260","P000523",4,1940-08-17,"M","-",13,14,15,16,17,5000
"Price","David","NC","N00002260","P000523",4,1940-08-17,"M","+",13,14,15,16,17,0
"Price","Tom","GA","N00026160","P000591",6,1954-10-08,"M","-",5,6,7,7,7,14500
"Price","Tom","GA","N00026160","P000591",6,1954-10-08,"M","+",5,6,7,7,7,0
"Quigley","Mike","IL","N00030581","Q000023",5,1958-10-17,"M","-",3,4,5,6,7,4500
"Quigley","Mike","IL","N00030581","Q000023",5,1958-10-17,"M","+",3,4,5,6,7,1000
"Rangel","Charles","NY","N00000964","R000053",13,1930-06-11,"M","-",14,15,15,15,15,0
"Rangel","Charles","NY","N00000964","R000053",13,1930-06-11,"M","+",14,15,15,15,15,0
"Ratcliffe","John","TX","N00035972","R000601",4,1965-10-20,"M","-",0,1,2,3,3,23500
"Ratcliffe","John","TX","N00035972","R000601",4,1965-10-20,"M","+",0,1,2,3,3,0
"Reed","Tom","NY","N00030949","R000585",23,1971-11-18,"M","-",3,4,5,6,7,77325
"Reed","Tom","NY","N00030949","R000585",23,1971-11-18,"M","+",3,4,5,6,7,18000
"Reichert","David","WA","N00026885","R000578",8,1950-08-29,"M","-",5,6,7,7,7,10000
"Reichert","David","WA","N00026885","R000578",8,1950-08-29,"M","+",5,6,7,7,7,6500
"Renacci","James","OH","N00031127","R000586",16,1958-12-03,"M","-",2,3,4,4,4,39480
"Renacci","James","OH","N00031127","R000586",16,1958-12-03,"M","+",2,3,4,4,4,1000
"Rice","Kathleen","NY","N00035927","R000602",4,1965-02-15,"F","-",0,1,2,3,4,3500
"Rice","Kathleen","NY","N00035927","R000602",4,1965-02-15,"F","+",0,1,2,3,4,1000
"Rice","Tom","SC","N00033832","R000597",7,1957-08-04,"M","-",1,2,3,4,5,28750
"Rice","Tom","SC","N00033832","R000597",7,1957-08-04,"M","+",1,2,3,4,5,0
"Richmond","Cedric","LA","N00030184","R000588",2,1973-09-13,"M","-",2,3,4,5,6,30250
"Richmond","Cedric","LA","N00030184","R000588",2,1973-09-13,"M","+",2,3,4,5,6,0
"Rigell","Edward","VA","N00030962","R000589",2,1960-05-28,"M","-",2,3,3,3,3,0
"Rigell","Edward","VA","N00030962","R000589",2,1960-05-28,"M","+",2,3,3,3,3,0
"Roby","Martha","AL","N00030768","R000591",2,1976-07-27,"F","-",2,3,4,5,5,9750
"Roby","Martha","AL","N00030768","R000591",2,1976-07-27,"F","+",2,3,4,5,5,0
"Roe","David","TN","N00028463","R000582",1,1945-07-21,"M","-",3,4,5,6,6,500
"Roe","David","TN","N00028463","R000582",1,1945-07-21,"M","+",3,4,5,6,6,0
"Rogers","Harold","KY","N00003473","R000395",5,1937-12-31,"M","-",14,15,16,17,18,20500
"Rogers","Harold","KY","N00003473","R000395",5,1937-12-31,"M","+",14,15,16,17,18,0
"Rogers","Mike","AL","N00024759","R000575",3,1958-07-16,"M","-",6,7,8,9,10,13000
"Rogers","Mike","AL","N00024759","R000575",3,1958-07-16,"M","+",6,7,8,9,10,0
"Rohrabacher","Dana","CA","N00007151","R000409",48,1947-06-21,"M","-",13,14,15,15,15,1000
"Rohrabacher","Dana","CA","N00007151","R000409",48,1947-06-21,"M","+",13,14,15,15,15,0
"Rokita","Todd","IN","N00031741","R000592",4,1970-02-09,"M","-",2,3,4,4,4,16350
"Rokita","Todd","IN","N00031741","R000592",4,1970-02-09,"M","+",2,3,4,4,4,0
"Rooney","Thomas","FL","N00029018","R000583",17,1970-11-21,"M","-",3,4,5,5,5,13000
"Rooney","Thomas","FL","N00029018","R000583",17,1970-11-21,"M","+",3,4,5,5,5,0
"Ros-Lehtinen","Ileana","FL","N00002858","R000435",27,1952-07-15,"F","-",13,14,15,15,15,1500
"Ros-Lehtinen","Ileana","FL","N00002858","R000435",27,1952-07-15,"F","+",13,14,15,15,15,0
"Roskam","Peter","IL","N00004719","R000580",6,1961-09-13,"M","-",4,5,6,6,6,20850
"Roskam","Peter","IL","N00004719","R000580",6,1961-09-13,"M","+",4,5,6,6,6,0
"Ross","Dennis","FL","N00030645","R000593",15,1959-10-18,"M","-",2,3,4,4,4,9000
"Ross","Dennis","FL","N00030645","R000593",15,1959-10-18,"M","+",2,3,4,4,4,0
"Rothfus","Keith","PA","N00031253","R000598",12,1962-04-25,"M","-",1,2,3,3,3,45450
"Rothfus","Keith","PA","N00031253","R000598",12,1962-04-25,"M","+",1,2,3,3,3,0
"Rouzer","David","NC","N00033527","R000603",7,1972-02-16,"M","-",0,1,2,3,4,14350
"Rouzer","David","NC","N00033527","R000603",7,1972-02-16,"M","+",0,1,2,3,4,0
"Roybal-Allard","Lucille","CA","N00006671","R000486",40,1941-06-12,"F","-",11,12,13,14,15,2500
"Roybal-Allard","Lucille","CA","N00006671","R000486",40,1941-06-12,"F","+",11,12,13,14,15,0
"Royce","Edward","CA","N00008264","R000487",39,1951-10-12,"M","-",11,12,13,13,13,23000
"Royce","Edward","CA","N00008264","R000487",39,1951-10-12,"M","+",11,12,13,13,13,1000
"Ruiz","Raul","CA","N00033510","R000599",25,1972-08-25,"M","-",1,2,3,4,5,5150
"Ruiz","Raul","CA","N00033510","R000599",25,1972-08-25,"M","+",1,2,3,4,5,250
"Ruppersberger","C.","MD","N00025482","R000576",2,1946-01-31,"M","-",6,7,8,9,10,4000
"Ruppersberger","C.","MD","N00025482","R000576",2,1946-01-31,"M","+",6,7,8,9,10,0
"Rush","Bobby","IL","N00004887","R000515",1,1946-11-23,"M","-",11,12,13,14,15,25400
"Rush","Bobby","IL","N00004887","R000515",1,1946-11-23,"M","+",11,12,13,14,15,0
"Russell","Steve","OK","N00036175","R000604",5,1963-05-25,"M","-",0,1,2,2,2,45750
"Russell","Steve","OK","N00036175","R000604",5,1963-05-25,"M","+",0,1,2,2,2,0
"Ryan","Paul","WI","N00004357","R000570",1,1970-01-29,"M","-",8,9,10,10,10,713955
"Ryan","Paul","WI","N00004357","R000570",1,1970-01-29,"M","+",8,9,10,10,10,24100
"Ryan","Tim","OH","N00025280","R000577",13,1973-07-16,"M","-",6,7,8,9,10,20500
"Ryan","Tim","OH","N00025280","R000577",13,1973-07-16,"M","+",6,7,8,9,10,0
"Sanchez","Loretta","CA","N00008274","S000030",46,1960-01-07,"F","-",9,10,10,10,10,9450
"Sanchez","Loretta","CA","N00008274","S000030",46,1960-01-07,"F","+",9,10,10,10,10,100
"Sanford","Marshall","SC","N00002424","S000051",1,1960-05-28,"M","-",4,5,6,6,6,2000
"Sanford","Marshall","SC","N00002424","S000051",1,1960-05-28,"M","+",4,5,6,6,6,0
"Sarbanes","John","MD","N00027751","S001168",3,1962-05-22,"M","-",4,5,6,7,8,0
"Sarbanes","John","MD","N00027751","S001168",3,1962-05-22,"M","+",4,5,6,7,8,0
"Scalise","Steve","LA","N00009660","S001176",1,1965-10-06,"M","-",4,5,6,7,8,94150
"Scalise","Steve","LA","N00009660","S001176",1,1965-10-06,"M","+",4,5,6,7,8,0
"Schakowsky","Janice","IL","N00004724","S001145",9,1944-05-26,"F","-",8,9,10,11,12,3000
"Schakowsky","Janice","IL","N00004724","S001145",9,1944-05-26,"F","+",8,9,10,11,12,0
"Schiff","Adam","CA","N00009585","S001150",30,1960-06-22,"M","-",7,8,9,10,11,1000
"Schiff","Adam","CA","N00009585","S001150",30,1960-06-22,"M","+",7,8,9,10,11,0
"Schock","Aaron","IL","N00029273","S001179",18,1981-05-28,"M","-",3,4,4,4,4,0
"Schock","Aaron","IL","N00029273","S001179",18,1981-05-28,"M","+",3,4,4,4,4,0
"Schrader","Kurt","OR","N00030071","S001180",5,1951-10-19,"M","-",3,4,5,6,7,29750
"Schrader","Kurt","OR","N00030071","S001180",5,1951-10-19,"M","+",3,4,5,6,7,0
"Scott","Austin","GA","N00032457","S001189",8,1969-12-10,"M","-",2,3,4,5,6,7000
"Scott","Austin","GA","N00032457","S001189",8,1969-12-10,"M","+",2,3,4,5,6,0
"Scott","David","GA","N00024871","S001157",13,1945-06-27,"M","-",6,7,8,9,10,8250
"Scott","David","GA","N00024871","S001157",13,1945-06-27,"M","+",6,7,8,9,10,0
"Scott","Robert","VA","N00002147","S000185",3,1947-04-30,"M","-",11,12,13,14,15,4000
"Scott","Robert","VA","N00002147","S000185",3,1947-04-30,"M","+",11,12,13,14,15,0
"Sensenbrenner","F.","WI","N00004291","S000244",5,1943-06-14,"M","-",14,15,16,17,17,3000
"Sensenbrenner","F.","WI","N00004291","S000244",5,1943-06-14,"M","+",14,15,16,17,17,0
"Serrano","José","NY","N00001813","S000248",15,1943-10-24,"M","-",13,14,15,16,16,0
"Serrano","José","NY","N00001813","S000248",15,1943-10-24,"M","+",13,14,15,16,16,0
"Sessions","Pete","TX","N00005681","S000250",17,1955-03-22,"M","-",9,10,11,11,12,45000
"Sessions","Pete","TX","N00005681","S000250",17,1955-03-22,"M","+",9,10,11,11,12,0
"Sewell","Terri","AL","N00030622","S001185",7,1965-01-01,"F","-",2,3,4,5,6,10250
"Sewell","Terri","AL","N00030622","S001185",7,1965-01-01,"F","+",2,3,4,5,6,0
"Sherman","Brad","CA","N00006897","S000344",32,1954-10-24,"M","-",9,10,11,12,13,3000
"Sherman","Brad","CA","N00006897","S000344",32,1954-10-24,"M","+",9,10,11,12,13,0
"Shimkus","John","IL","N00004961","S000364",15,1958-02-21,"M","-",9,10,11,12,12,215482
"Shimkus","John","IL","N00004961","S000364",15,1958-02-21,"M","+",9,10,11,12,12,10600
"Shuster","Bill","PA","N00013770","S001154",9,1961-01-10,"M","-",7,8,9,9,9,127362
"Shuster","Bill","PA","N00013770","S001154",9,1961-01-10,"M","+",7,8,9,9,9,0
"Simpson","Michael","ID","N00006263","S001148",2,1950-09-08,"M","-",8,9,10,11,12,80600
"Simpson","Michael","ID","N00006263","S001148",2,1950-09-08,"M","+",8,9,10,11,12,0
"Slaughter","Louise","NY","N00001311","S000480",25,1929-08-14,"F","-",14,15,16,16,16,2000
"Slaughter","Louise","NY","N00001311","S000480",25,1929-08-14,"F","+",14,15,16,16,16,0
"Smith","Adam","WA","N00007833","S000510",9,1965-06-15,"M","-",9,10,11,12,13,3500
"Smith","Adam","WA","N00007833","S000510",9,1965-06-15,"M","+",9,10,11,12,13,0
"Smith","Adrian","NE","N00027623","S001172",3,1970-12-19,"M","-",4,5,6,7,8,7750
"Smith","Adrian","NE","N00027623","S001172",3,1970-12-19,"M","+",4,5,6,7,8,5000
"Smith","Jason","MO","N00035282","S001195",8,1980-06-16,"M","-",1,2,3,4,5,24600
"Smith","Jason","MO","N00035282","S001195",8,1980-06-16,"M","+",1,2,3,4,5,6000
"Smith","Lamar","TX","N00001811","S000583",21,1947-11-19,"M","-",14,15,16,16,16,34300
"Smith","Lamar","TX","N00001811","S000583",21,1947-11-19,"M","+",14,15,16,16,16,0
"Speier","Jackie","CA","N00029649","S001175",14,1950-05-14,"F","-",4,5,6,7,8,0
"Speier","Jackie","CA","N00029649","S001175",14,1950-05-14,"F","+",4,5,6,7,8,0
"Stefanik","Elise","NY","N00035523","S001196",21,1984-07-02,"F","-",0,1,2,3,4,26250
"Stefanik","Elise","NY","N00035523","S001196",21,1984-07-02,"F","+",0,1,2,3,4,2250
"Stewart","Chris","UT","N00033932","S001192",2,1960-07-15,"M","-",1,2,3,4,5,42000
"Stewart","Chris","UT","N00033932","S001192",2,1960-07-15,"M","+",1,2,3,4,5,0
"Stivers","Steve","OH","N00029574","S001187",15,1965-03-24,"M","-",2,3,4,5,6,41600
"Stivers","Steve","OH","N00029574","S001187",15,1965-03-24,"M","+",2,3,4,5,6,0
"Stutzman","Marlin","IN","N00030891","S001188",3,1976-08-31,"M","-",3,4,4,4,4,63755
"Stutzman","Marlin","IN","N00030891","S001188",3,1976-08-31,"M","+",3,4,4,4,4,2000
"Swalwell","Eric","CA","N00033508","S001193",14,1980-11-16,"M","-",1,2,3,4,5,18600
"Swalwell","Eric","CA","N00033508","S001193",14,1980-11-16,"M","+",1,2,3,4,5,800
"Sánchez","Linda","CA","N00024870","S001156",38,1969-01-28,"F","-",6,7,8,9,10,13500
"Sánchez","Linda","CA","N00024870","S001156",38,1969-01-28,"F","+",6,7,8,9,10,0
"Takai","Mark","HI","N00035535","T000473",1,1967-07-01,"M","-",0,1,1,1,1,4550
"Takai","Mark","HI","N00035535","T000473",1,1967-07-01,"M","+",0,1,1,1,1,0
"Takano","Mark","CA","N00006701","T000472",39,1960-12-10,"M","-",1,2,3,4,5,2500
"Takano","Mark","CA","N00006701","T000472",39,1960-12-10,"M","+",1,2,3,4,5,0
"Thompson","Bennie","MS","N00003288","T000193",2,1948-01-28,"M","-",11,12,13,14,15,26500
"Thompson","Bennie","MS","N00003288","T000193",2,1948-01-28,"M","+",11,12,13,14,15,0
"Thompson","Glenn","PA","N00029736","T000467",15,1959-07-27,"M","-",3,4,5,6,7,36000
"Thompson","Glenn","PA","N00029736","T000467",15,1959-07-27,"M","+",3,4,5,6,7,0
"Thompson","Mike","CA","N00007419","T000460",4,1951-01-24,"M","-",8,9,10,11,12,10000
"Thompson","Mike","CA","N00007419","T000460",4,1951-01-24,"M","+",8,9,10,11,12,500
"Thornberry","Mac","TX","N00006052","T000238",13,1958-07-15,"M","-",10,11,12,13,13,40825
"Thornberry","Mac","TX","N00006052","T000238",13,1958-07-15,"M","+",10,11,12,13,13,8000
"Tiberi","Patrick","OH","N00009699","T000462",12,1962-10-21,"M","-",7,8,9,9,9,45800
"Tiberi","Patrick","OH","N00009699","T000462",12,1962-10-21,"M","+",7,8,9,9,9,0
"Tipton","Scott","CO","N00027509","T000470",3,1956-11-09,"M","-",2,3,4,5,5,62850
"Tipton","Scott","CO","N00027509","T000470",3,1956-11-09,"M","+",2,3,4,5,5,0
"Titus","Dina","NV","N00030191","T000468",1,1950-05-23,"F","-",2,3,4,5,6,6000
"Titus","Dina","NV","N00030191","T000468",1,1950-05-23,"F","+",2,3,4,5,6,5500
"Tonko","Paul","NY","N00030196","T000469",20,1949-06-18,"M","-",3,4,5,6,7,12050
"Tonko","Paul","NY","N00030196","T000469",20,1949-06-18,"M","+",3,4,5,6,7,3175
"Torres","Norma","CA","N00036107","T000474",35,1965-04-04,"F","-",0,1,2,3,4,1000
"Torres","Norma","CA","N00036107","T000474",35,1965-04-04,"F","+",0,1,2,3,4,0
"Trott","Dave","MI","N00035607","T000475",11,1960-10-16,"M","-",0,1,2,2,2,8500
"Trott","Dave","MI","N00035607","T000475",11,1960-10-16,"M","+",0,1,2,2,2,0
"Tsongas","Niki","MA","N00029026","T000465",3,1946-04-26,"F","-",4,5,6,6,6,1250
"Tsongas","Niki","MA","N00029026","T000465",3,1946-04-26,"F","+",4,5,6,6,6,0
"Turner","Michael","OH","N00025175","T000463",10,1960-01-11,"M","-",6,7,8,9,10,24950
"Turner","Michael","OH","N00025175","T000463",10,1960-01-11,"M","+",6,7,8,9,10,0
"Upton","Fred","MI","N00004133","U000031",6,1953-04-23,"M","-",14,15,16,17,18,142613
"Upton","Fred","MI","N00004133","U000031",6,1953-04-23,"M","+",14,15,16,17,18,0
"Valadao","David","CA","N00033367","V000129",22,1977-04-14,"M","-",1,2,3,3,4,29250
"Valadao","David","CA","N00033367","V000129",22,1977-04-14,"M","+",1,2,3,3,4,1000
"Vargas","Juan","CA","N00007021","V000130",52,1961-03-07,"M","-",1,2,3,4,5,15800
"Vargas","Juan","CA","N00007021","V000130",52,1961-03-07,"M","+",1,2,3,4,5,0
"Veasey","Marc","TX","N00033839","V000131",33,1971-01-03,"M","-",1,2,3,4,5,21350
"Veasey","Marc","TX","N00033839","V000131",33,1971-01-03,"M","+",1,2,3,4,5,0
"Vela","Filemon","TX","N00034349","V000132",34,1963-02-13,"M","-",1,2,3,4,5,17400
"Vela","Filemon","TX","N00034349","V000132",34,1963-02-13,"M","+",1,2,3,4,5,500
"Velázquez","Nydia","NY","N00001102","V000081",7,1953-03-28,"F","-",11,12,13,14,15,0
"Velázquez","Nydia","NY","N00001102","V000081",7,1953-03-28,"F","+",11,12,13,14,15,0
"Visclosky","Peter","IN","N00003813","V000108",1,1949-08-13,"M","-",14,15,16,17,17,28000
"Visclosky","Peter","IN","N00003813","V000108",1,1949-08-13,"M","+",14,15,16,17,17,1500
"Wagner","Ann","MO","N00033106","W000812",2,1962-09-13,"F","-",1,2,3,4,5,17500
"Wagner","Ann","MO","N00033106","W000812",2,1962-09-13,"F","+",1,2,3,4,5,0
"Walberg","Tim","MI","N00026368","W000798",5,1951-04-12,"M","-",3,4,5,6,7,43750
"Walberg","Tim","MI","N00026368","W000798",5,1951-04-12,"M","+",3,4,5,6,7,0
"Walden","Greg","OR","N00007690","W000791",2,1957-01-10,"M","-",8,9,10,11,11,85850
"Walden","Greg","OR","N00007690","W000791",2,1957-01-10,"M","+",8,9,10,11,11,0
"Walker","Mark","NC","N00035311","W000819",6,1969-05-20,"M","-",0,1,2,3,3,8080
"Walker","Mark","NC","N00035311","W000819",6,1969-05-20,"M","+",0,1,2,3,3,0
"Walorski","Jackie","IN","N00031226","W000813",2,1963-08-17,"F","-",1,2,3,4,5,26750
"Walorski","Jackie","IN","N00031226","W000813",2,1963-08-17,"F","+",1,2,3,4,5,5000
"Walters","Mimi","CA","N00035391","W000820",45,1962-05-14,"F","-",0,1,2,2,2,24500
"Walters","Mimi","CA","N00035391","W000820",45,1962-05-14,"F","+",0,1,2,2,2,2000
"Walz","Timothy","MN","N00027467","W000799",1,1964-04-06,"M","-",4,5,6,6,6,16500
"Walz","Timothy","MN","N00027467","W000799",1,1964-04-06,"M","+",4,5,6,6,6,2000
"Wasserman Schultz","Debbie","FL","N00026106","W000797",25,1966-09-27,"F","-",5,6,7,8,9,6400
"Wasserman Schultz","Debbie","FL","N00026106","W000797",25,1966-09-27,"F","+",5,6,7,8,9,2850
"Waters","Maxine","CA","N00006690","W000187",43,1938-08-15,"F","-",12,13,14,15,16,2500
"Waters","Maxine","CA","N00006690","W000187",43,1938-08-15,"F","+",12,13,14,15,16,0
"Watson Coleman","Bonnie","NJ","N00036158","W000822",12,1945-02-06,"F","-",0,1,2,3,4,2000
"Watson Coleman","Bonnie","NJ","N00036158","W000822",12,1945-02-06,"F","+",0,1,2,3,4,1500
"Weber","Randy","TX","N00033539","W000814",14,1953-07-02,"M","-",1,2,3,4,5,26250
"Weber","Randy","TX","N00033539","W000814",14,1953-07-02,"M","+",1,2,3,4,5,0
"Webster","Daniel","FL","N00026335","W000806",11,1949-04-27,"M","-",2,3,4,5,6,4500
"Webster","Daniel","FL","N00026335","W000806",11,1949-04-27,"M","+",2,3,4,5,6,200
"Wenstrup","Brad","OH","N00033310","W000815",2,1958-06-17,"M","-",1,2,3,4,5,13100
"Wenstrup","Brad","OH","N00033310","W000815",2,1958-06-17,"M","+",1,2,3,4,5,100
"Westerman","Bruce","AR","N00035527","W000821",4,1967-11-18,"M","-",0,1,2,3,4,17850
"Westerman","Bruce","AR","N00035527","W000821",4,1967-11-18,"M","+",0,1,2,3,4,0
"Westmoreland","Lynn","GA","N00026163","W000796",3,1950-04-02,"M","-",5,6,6,6,6,0
"Westmoreland","Lynn","GA","N00026163","W000796",3,1950-04-02,"M","+",5,6,6,6,6,0
"Williams","Roger","TX","N00030602","W000816",25,1949-09-13,"M","-",1,2,3,4,5,32300
"Williams","Roger","TX","N00030602","W000816",25,1949-09-13,"M","+",1,2,3,4,5,0
"Wilson","Frederica","FL","N00030650","W000808",24,1942-11-05,"F","-",2,3,4,5,6,3500
"Wilson","Frederica","FL","N00030650","W000808",24,1942-11-05,"F","+",2,3,4,5,6,0
"Wilson","Joe","SC","N00024809","W000795",2,1947-07-31,"M","-",7,8,9,10,11,14750
"Wilson","Joe","SC","N00024809","W000795",2,1947-07-31,"M","+",7,8,9,10,11,0
"Wittman","Robert","VA","N00029459","W000804",1,1959-02-03,"M","-",4,5,6,7,8,9000
"Wittman","Robert","VA","N00029459","W000804",1,1959-02-03,"M","+",4,5,6,7,8,0
"Womack","Steve","AR","N00031857","W000809",3,1957-02-18,"M","-",2,3,4,5,6,11000
"Womack","Steve","AR","N00031857","W000809",3,1957-02-18,"M","+",2,3,4,5,6,0
"Woodall","Rob","GA","N00032416","W000810",7,1970-02-11,"M","-",2,3,4,5,5,18000
"Woodall","Rob","GA","N00032416","W000810",7,1970-02-11,"M","+",2,3,4,5,5,0
"Yarmuth","John","KY","N00028073","Y000062",3,1947-11-04,"M","-",4,5,6,7,8,1500
"Yarmuth","John","KY","N00028073","Y000062",3,1947-11-04,"M","+",4,5,6,7,8,0
"Yoder","Kevin","KS","N00031502","Y000063",3,1976-01-08,"M","-",2,3,4,4,4,10900
"Yoder","Kevin","KS","N00031502","Y000063",3,1976-01-08,"M","+",2,3,4,4,4,10000
"Yoho","Ted","FL","N00033220","Y000065",3,1955-04-13,"M","-",1,2,3,4,4,9900
"Yoho","Ted","FL","N00033220","Y000065",3,1955-04-13,"M","+",1,2,3,4,4,0
"Young","David","IA","N00035509","Y000066",3,1968-05-11,"M","-",0,1,2,2,2,21900
"Young","David","IA","N00035509","Y000066",3,1968-05-11,"M","+",0,1,2,2,2,7000
"Young","Don","AK","N00007999","Y000033",0,1933-06-09,"M","-",14,15,16,17,18,27800
"Young","Don","AK","N00007999","Y000033",0,1933-06-09,"M","+",14,15,16,17,18,0
"Zeldin","Lee","NY","N00029404","Z000017",1,1980-01-30,"M","-",0,1,2,3,4,13150
"Zeldin","Lee","NY","N00029404","Z000017",1,1980-01-30,"M","+",0,1,2,3,4,300
"Zinke","Ryan","MT","N00035616","Z000018",1,1961-11-01,"M","-",0,1,2,2,2,53460
"Zinke","Ryan","MT","N00035616","Z000018",1,1961-11-01,"M","+",0,1,2,2,2,0
