"","LastName","FirstName","Party","State","member_id","Amount.oil.114","Amount.coal.114","Amount.mining.114","Amount.gas.114","Amount.env.114","Amount.alt_en.114","Amount.oil.115","Amount.coal.115","Amount.mining.115","Amount.gas.115","Amount.env.115","Amount.alt_en.115","Amount.oil.116","Amount.coal.116","Amount.mining.116","Amount.gas.116","Amount.env.116","Amount.alt_en.116"
"403","Vela","Filemon","D","TX","V000132",31600,0,0,0,0,1000,35000,0,0,7000,0,1000,36006,0,0,7000,1000,1000
"404","Velazquez","Nydia","D","NY","V000081",0,0,0,0,0,0,0,0,0,0,1000,0,9,0,0,0,1500,2500
"405","Visclosky","Pete","D","IN","V000108",7500,1700,1700,0,0,0,8000,0,2000,2000,0,1000,7051,0,2000,2000,0,2000
"406","Wagner","Ann","R","MO","W000812",57500,40650,44150,2000,0,0,45500,12900,14900,6000,0,500,27500,8000,13000,3000,0,1000
"407","Walberg","Tim","R","MI","W000798",58750,13000,20000,1000,0,0,49450,12500,28500,1000,0,0,69400,1000,17500,4500,0,0
"408","Walden","Greg","R","OR","W000791",112350,1000,4000,8500,329,4750,151900,3500,7500,18000,0,0,290750,14000,37000,29800,0,8400
"409","Walker","Mark","R","NC","W000819",4050,0,0,2000,0,0,7000,0,0,0,0,0,30200,0,0,0,0,0
"410","Walorski","Jackie","R","IN","W000813",39840,5600,10600,0,0,9500,28500,2000,4000,0,0,11000,63450,5500,10500,4500,1000,7000
"411","Walters","Mimi","R","CA","W000820",73550,0,0,7500,0,0,63250,0,100,5000,0,4700,NA,NA,NA,NA,NA,NA
"412","Walz","Tim","D","MN","W000799",6500,0,0,0,6000,8500,15500,0,0,0,300,4500,NA,NA,NA,NA,NA,NA
"413","Waters","Maxine","D","CA","W000187",2500,10400,10400,0,1000,1000,5000,0,0,0,4700,0,4250,0,0,0,2375,0
"414","Weber","Randy","R","TX","W000814",97800,0,0,14350,3600,0,66550,0,3700,5750,0,0,94550,0,8100,15850,0,0
"415","Webster","Daniel","R","FL","W000806",13350,0,0,250,0,0,6300,0,600,0,0,0,3000,0,300,0,0,0
"416","Welch","Peter","D","VT","W000800",27700,0,0,6500,10200,9950,20052,0,0,7000,4650,8525,18000,0,0,3000,2451,50
"417","Wenstrup","Brad","R","OH","W000815",21100,2600,3600,0,0,0,7000,5400,5400,1000,0,0,15700,10225,10225,1000,0,0
"418","Westerman","Bruce","R","AR","W000821",65150,5200,5200,0,0,0,41200,1000,2000,3000,0,2250,73400,1000,4000,2000,0,250
"419","Westmoreland","Lynn A","R","GA","W000796",17050,0,500,5000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Whitfield","Ed","R","KY","W000413",136500,31000,37000,23500,0,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Williams","Roger","R","TX","W000816",209500,0,7200,7500,0,0,136250,0,0,0,0,0,95450,0,0,5400,0,0
"422","Wilson","Frederica","D","FL","W000808",2500,0,0,0,1000,0,0,0,0,0,4566,0,0,0,0,0,1000,0
"423","Wilson","Joe","R","SC","W000795",19000,0,0,2000,0,0,14000,0,0,0,0,2500,25300,0,0,1000,0,2700
"424","Wittman","Rob","R","VA","W000804",9950,0,0,3000,8500,0,13250,0,0,0,2750,0,21615,0,0,8500,500,0
"425","Womack","Steve","R","AR","W000809",13700,0,0,0,0,0,16500,0,0,3000,0,0,43650,0,0,1000,0,0
"426","Woodall","Rob","R","GA","W000810",16750,0,0,5250,0,0,18500,0,0,2000,0,0,16500,0,500,2500,1000,0
"427","Yarmuth","John","D","KY","Y000062",0,0,0,0,4750,0,250,0,0,0,1850,0,0,0,0,0,0,0
"428","Yoder","Kevin","R","KS","Y000063",68700,1000,13400,2000,0,23900,49375,0,13800,2000,0,44800,NA,NA,NA,NA,NA,NA
"429","Yoho","Ted","R","FL","Y000065",7000,0,0,0,0,0,9150,0,0,3750,0,0,4500,0,0,3000,0,0
"430","Young","David","R","IA","Y000066",20750,0,0,7000,0,10100,25000,0,0,2500,0,22750,NA,NA,NA,NA,NA,NA
"431","Young","Don","R","AK","Y000033",43450,2000,11600,0,2000,0,59700,2000,20000,0,1500,0,56250,2000,18450,2000,0,0
"432","Young","Todd","R","IN","Y000064",37950,14050,22750,8050,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Zeldin","Lee","R","NY","Z000017",47150,0,0,1000,0,0,65663,0,0,7250,0,800,52775,2500,2500,4000,0,1125
"434","Zinke","Ryan","R","MT","Z000018",217395,8250,14850,1000,0,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Arrington","Jodey","R","TX","A000375",NA,NA,NA,NA,NA,NA,84925,0,500,4000,1000,12050,70750,0,0,1500,0,24200
"436","Bacon","Donald John","R","NE","B001298",NA,NA,NA,NA,NA,NA,24950,0,0,100,0,6200,79640,0,2000,18402,0,25000
"437","Balderson","Troy","R","OH","B001306",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,127598,10200,12200,5500,0,2700
"438","Banks","Jim","R","IN","B001299",NA,NA,NA,NA,NA,NA,28035,0,2000,500,57650,0,15000,0,1000,0,0,0
"439","Barragan","Nanette","D","CA","B001300",NA,NA,NA,NA,NA,NA,336,0,2,142,40486,314,6015,0,0,4015,19757,2500
"440","Bergman","John","R","MI","B001301",NA,NA,NA,NA,NA,NA,33600,0,4000,0,0,4000,37345,0,10000,0,350,0
"441","Biggs","Andy","R","AZ","B001302",NA,NA,NA,NA,NA,NA,8000,0,5000,1000,0,0,17000,0,7500,3000,0,0
"442","Brown","Anthony","D","MD","B001304",NA,NA,NA,NA,NA,NA,4500,0,0,1000,3275,6650,9000,0,0,2000,3250,5000
"443","Budd","Ted","R","NC","B001305",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,37700,0,2000,0,0,0
"444","Carbajal","Salud","D","CA","C001112",NA,NA,NA,NA,NA,NA,5675,0,250,0,40137,500,2950,0,0,0,27701,6000
"445","Cheney","Liz","R","WY","C001109",NA,NA,NA,NA,NA,NA,124775,9000,12000,2500,0,0,93700,16000,24500,3000,0,0
"446","Cloud","Michael","R","TX","C001115",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,23200,0,0,2000,0,0
"447","Comer","James","R","KY","C001108",NA,NA,NA,NA,NA,NA,13350,21251,23251,0,0,0,11250,2000,3000,1000,0,11000
"448","Correa","Lou","D","CA","C001110",NA,NA,NA,NA,NA,NA,19500,0,0,0,250,5500,39500,0,0,4500,1500,100
"449","Crist","Charlie","D","FL","C001111",NA,NA,NA,NA,NA,NA,13500,0,0,0,24201,1002,28505,0,0,0,16881,0
"450","Curtis","John","R","UT","C001114",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,30900,3700,6700,0,0,0
"451","Demings","Val","D","FL","D000627",NA,NA,NA,NA,NA,NA,6,0,0,6,9472,-150,0,0,300,0,1500,0
"452","Dunn","Neal","R","FL","D000628",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,1000,0,0,0,0,0
"453","Espaillat","Adriano","D","NY","E000297",NA,NA,NA,NA,NA,NA,500,0,0,0,1022,0,0,0,0,0,2000,2500
"454","Estes","Ron","R","KS","E000298",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,131675,0,0,4000,0,41700
"455","Evans","Dwight","D","PA","E000296",NA,NA,NA,NA,NA,NA,5400,0,0,0,2750,5400,1100,0,0,0,5958,0
"456","Faso","John","R","NY","F000464",NA,NA,NA,NA,NA,NA,58575,1000,1000,7500,0,1750,NA,NA,NA,NA,NA,NA
"457","Ferguson","Drew","R","GA","F000465",NA,NA,NA,NA,NA,NA,11750,0,0,2500,0,0,17700,0,500,2500,0,0
"458","Fitzpatrick","Brian","R","PA","F000466",NA,NA,NA,NA,NA,NA,31400,0,0,9000,500,0,69408,0,0,12052,8000,750
"459","Gaetz","Matt","R","FL","G000578",NA,NA,NA,NA,NA,NA,6000,0,0,0,0,0,6200,0,0,0,0,0
"460","Gallagher","Mike","R","WI","G000579",NA,NA,NA,NA,NA,NA,36900,0,2000,0,0,1000,53450,0,0,5000,0,0
"461","Garrett","Tom","R","VA","G000580",NA,NA,NA,NA,NA,NA,15400,2700,2700,2000,0,0,NA,NA,NA,NA,NA,NA
"462","Gianforte","Greg","R","MT","G000584",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,219640,28225,32225,3500,0,350
"463","Gomez","Jimmy","D","CA","G000585",NA,NA,NA,NA,NA,NA,1500,0,0,1500,1000,1000,3250,0,0,3250,18459,2550
"464","Gonzalez","Vicente","D","TX","G000581",NA,NA,NA,NA,NA,NA,1000,0,0,0,2500,0,48762,0,0,12000,1000,0
"465","Gottheimer","Josh","D","NJ","G000583",NA,NA,NA,NA,NA,NA,30303,0,0,5400,27509,19404,44605,0,1250,5000,46298,6495
"466","Handel","Karen","R","GA","H001078",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"467","Hern","Kevin","R","OK","H001082",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,119761,6500,6500,7000,0,0
"468","Higgins","Clay","R","LA","H001077",NA,NA,NA,NA,NA,NA,7750,0,0,0,0,0,69150,0,0,18650,0,0
"469","Hollingsworth","Trey","R","IN","H001074",NA,NA,NA,NA,NA,NA,13500,2000,4000,0,0,0,29450,11000,11000,0,0,17000
"470","Jayapal","Pramila","D","WA","J000298",NA,NA,NA,NA,NA,NA,528,1600,1600,0,12350,300,1011,900,910,0,17231,515
"471","Johnson","Mike","R","LA","J000299",NA,NA,NA,NA,NA,NA,64300,0,1000,3000,8100,0,78350,0,7400,19400,0,0
"472","Jones","Brenda","D","MI","J000303",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"473","Khanna","Ro","D","CA","K000389",NA,NA,NA,NA,NA,NA,2700,0,0,0,5400,1000,11311,0,0,0,0,5641
"474","Kihuen","Ruben","D","NV","K000390",NA,NA,NA,NA,NA,NA,2144,0,2500,500,59040,1007,NA,NA,NA,NA,NA,NA
"475","Krishnamoorthi","Raja","D","IL","K000391",NA,NA,NA,NA,NA,NA,15475,0,0,0,24665,6750,21925,500,500,250,4408,12100
"476","Kustoff","David","R","TN","K000392",NA,NA,NA,NA,NA,NA,14100,0,0,0,0,0,25000,0,0,0,0,1000
"477","Lamb","Conor","D","PA","L000588",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,24797,4000,4500,8726,7425,4925
"478","Lawson","Al","D","FL","L000586",NA,NA,NA,NA,NA,NA,0,0,0,0,1012,0,0,0,0,0,1000,0
"479","Lesko","Debbie","R","AZ","L000589",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,41450,0,18800,2500,0,0
"480","Lewis","Jason","R","MN","L000587",NA,NA,NA,NA,NA,NA,14900,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"481","Marshall","Roger","R","KS","M001198",NA,NA,NA,NA,NA,NA,23000,0,0,6000,0,25000,25082,0,0,1000,0,48693
"482","Mast","Brian","R","FL","M001199",NA,NA,NA,NA,NA,NA,14700,0,0,0,0,125,102569,5101,5101,12299,0,160
"483","McEachin","Donald","D","VA","M001200",NA,NA,NA,NA,NA,NA,3000,0,0,3000,15405,1100,4550,0,0,2500,19855,9750
"484","Mitchell","Paul","R","MI","M001201",NA,NA,NA,NA,NA,NA,2750,0,0,0,0,5000,6000,0,0,1000,0,10000
"485","Morelle","Joseph D","D","NY","M001206",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,7503,0,0,7002,3250,2500
"486","Murphy","Stephanie","D","FL","M001202",NA,NA,NA,NA,NA,NA,5430,0,0,0,26440,50,700,0,0,250,18491,1255
"487","Norman","Ralph","R","SC","N000190",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,27150,0,250,0,0,1000
"488","O'Halleran","Tom","D","AZ","O000171",NA,NA,NA,NA,NA,NA,250,0,0,0,0,250,650,5000,6500,600,9550,270
"489","Panetta","Jimmy","D","CA","P000613",NA,NA,NA,NA,NA,NA,500,0,0,0,17100,0,16500,0,0,14000,7400,0
"490","Raskin","Jamie","D","MD","R000606",NA,NA,NA,NA,NA,NA,0,0,0,0,25784,0,0,0,0,0,5665,0
"491","Rochester Blunt","Lisa","D","DE","B001303",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"492","Rooney","Francis","R","FL","R000607",NA,NA,NA,NA,NA,NA,21600,0,0,0,0,0,2700,0,0,0,0,0
"493","Rosen","Jacky","D","NV","R000608",NA,NA,NA,NA,NA,NA,2600,0,7000,0,38553,250,NA,NA,NA,NA,NA,NA
"494","Rutherford","John","R","FL","R000609",NA,NA,NA,NA,NA,NA,11800,0,0,0,0,0,1000,0,0,1000,0,2700
"495","Scanlon","Mary Gay","D","PA","S001205",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,6451,0,0,0,6997,0
"496","Schneider","Brad","D","IL","S001190",NA,NA,NA,NA,NA,NA,5961,0,5,15,30354,784,3559,0,0,15,17209,385
"497","Shea-Porter","Carol","D","NH","S001170",NA,NA,NA,NA,NA,NA,190,0,0,17,43880,877,NA,NA,NA,NA,NA,NA
"498","Smucker","Lloyd","R","PA","S001199",NA,NA,NA,NA,NA,NA,20000,0,0,2000,0,0,70071,5000,11400,13052,0,1000
"499","Soto","Darren","D","FL","S001200",NA,NA,NA,NA,NA,NA,0,0,0,0,8448,0,750,0,600,750,4120,2500
"500","Suozzi","Tom","D","NY","S001201",NA,NA,NA,NA,NA,NA,0,0,0,0,2262,500,2701,0,0,0,17850,0
"501","Taylor","Scott","R","VA","T000477",NA,NA,NA,NA,NA,NA,10000,0,0,2500,0,0,NA,NA,NA,NA,NA,NA
"502","Tenney","Claudia","R","NY","T000478",NA,NA,NA,NA,NA,NA,15950,0,0,3000,0,0,NA,NA,NA,NA,NA,NA
"503","Wild","Susan","D","PA","W000826",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,93,0,2,2,18520,63
"504","Allred","Colin","D","TX","A000376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53385,0,5,508,11947,3435
"505","Armstrong","Kelly","R","ND","A000377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240501,22100,35150,18500,0,10500
"506","Axne","Cindy","D","IA","A000378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5086,0,17,2723,20467,6483
"507","Baird","Jim","R","IN","B001307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1000,0,0,1000
"508","Bishop","Dan","R","NC","B001311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"509","Brindisi","Anthony","D","NY","B001308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,0,4,7,31983,2519
"510","Burchett","Tim","R","TN","B001309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11050,250,250,0,0,0
"511","Case","Ed","D","HI","C001055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,750,250
"512","Casten","Sean","D","IL","C001117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3421,0,3,1027,38561,31815
"513","Cisneros","Gil","D","CA","C001123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4287,0,0,1002,10934,4532
"514","Cline","Ben","R","VA","C001118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9950,1000,1000,3200,0,0
"515","Cox","TJ","D","CA","C001124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,0,0,7,8213,7322
"516","Craig","Angie","D","MN","C001119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,0,0,2,39376,5326
"517","Crenshaw","Dan","R","TX","C001120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134058,1000,7400,6900,155,2700
"518","Crow","Jason","D","CO","C001121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11020,0,507,1852,66533,5032
"519","Cunningham","Joe","D","SC","C001122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,914,154
"520","Davids","Sharice","D","KS","D000629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6970,0,1263,2757,20416,9614
"521","Dean","Madeleine","D","PA","D000631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,0,0,501,4787,0
"522","Delgado","Antonio","D","NY","D000630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6052,0,0,1400,19611,6464
"523","Escobar","Veronica","D","TX","E000299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15383,0,0,26,3299,0
"524","Finkenauer","Abby","D","IA","F000467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971,200,217,6,19871,17444
"525","Fletcher","Lizzie","D","TX","F000468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93042,0,505,16066,10351,9192
"526","Fulcher","Russ","R","ID","F000469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,0,2250,0,0,1500
"527","Garcia","Jesus","D","IL","G000586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3400,0
"528","Garcia","Mike","R","CA","G000061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"529","Garcia","Sylvia","D","TX","G000587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23508,0,0,3001,7834,350
"530","Golden","Jared","D","ME","G000592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6078,0,7,5425,18520,6312
"531","Gonzalez","Anthony","R","OH","G000588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27550,22600,30850,1500,0,3500
"532","Gooden","Lance","R","TX","G000589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66450,0,0,7700,0,0
"533","Green","Mark","R","TN","G000590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49400,0,0,0,25,0
"534","Guest","Michael","R","MS","G000591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35150,0,0,2500,0,0
"535","Haaland","Debra","D","NM","H001080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6499,0,0,2702,10459,3520
"536","Hagedorn","Jim","R","MN","H001088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,2700,3700,0,0,500
"537","Harder","Josh","D","CA","H001090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4027,0,8,110,32016,10913
"538","Hayes","Jahana","D","CT","H001081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,0,0,252,2588,273
"539","Horn","Kendra","D","OK","H001083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18557,0,0,2425,275,1500
"540","Horsford","Steven","D","NV","H001066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6044,0,11000,2502,11662,1312
"541","Houlahan","Chrissy","D","PA","H001085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,0,0,15,18329,6012
"542","Jacobs","Chris","R","NY","J000020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"543","Johnson","Dusty","R","SD","J000301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29850,0,1000,0,0,13400
"544","Joyce","John","R","PA","J000302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,0,0,5000,0,0
"545","Keller","Fred","R","PA","K000395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"546","Kim","Andy","D","NJ","K000394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8142,0,0,99,35904,806
"547","Lee","Susie","D","NV","L000590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11893,0,15465,9100,41576,4355
"548","Levin","Andy","D","MI","L000592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,2,5870,4000
"549","Levin","Mike","D","CA","L000593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9015,0,1,5404,45795,15042
"550","Luria","Elaine","D","VA","L000591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5656,0,0,5457,15541,9195
"551","Malinowski","Tom","D","NJ","M001203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27303,0,3,22,44966,7599
"552","McAdams","Ben","D","UT","M001209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4694,50,3350,0,15690,6766
"553","McBath","Lucy","D","GA","M001208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1492,0,10,35,11385,162
"554","Meuser","Dan","R","PA","M001204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10300,8100,9100,2500,0,500
"555","Mfume","Kweisi","D","MD","M000687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"556","Miller","Carol","R","WV","M001205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16700,44950,115725,3500,0,0
"557","Mucarsel-Powell","Debbie","D","FL","M001207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10053,0,3,2700,16814,657
"558","Murphy","Greg","R","NC","M001210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"559","Neguse","Joseph","D","CO","N000191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,0,0,2,11374,1795
"560","Ocasio-Cortez","Alexandria","D","NY","O000172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859,0,0,39,7436,282
"561","Omar","Ilhan","D","MN","O000173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6466,0,0,2,4890,2670
"562","Pappas","Chris","D","NH","P000614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,0,0,0,8753,1057
"563","Pence","Greg","R","IN","P000615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68150,38700,90806,0,0,20800
"564","Phillips","Dean","D","MN","P000616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948,0,0,0,8123,4482
"565","Porter","Katie","D","CA","P000618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2828,0,3,47,33216,12143
"566","Pressley","Ayanna","D","MA","P000617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,6918,2106
"567","Reschenthaler","Guy","R","PA","R000610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53550,17400,20400,14750,0,0
"568","Riggleman","Denver","R","VA","R000611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18400,3700,3700,0,0,2700
"569","Rose","John","R","TN","R000612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,0,0,0,0,0
"570","Rose","Max","D","NY","R000613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2581,0,0,0,12518,87
"571","Rouda","Harley","D","CA","R000616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7577,0,0,82,30557,14966
"572","Roy","Chip","R","TX","R000614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125700,0,4700,12400,500,0
"573","Schrier","Kim","D","WA","S001216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6255,0,100,2716,58130,6917
"574","Shalala","Donna","D","FL","S001206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,7773,5202
"575","Sherrill","Mikie","D","NJ","S001207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8353,0,0,250,21847,4696
"576","Slotkin","Elissa","D","MI","S001208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13517,0,0,5900,56414,3839
"577","Small Torres","Xochitl","D","NM","T000484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"578","Spanberger","Abigail","D","VA","S001209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4551,0,0,1107,35031,11295
"579","Spano","Ross","R","FL","S001210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,0,0,0,0,0
"580","Stanton","Greg","D","AZ","S001211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2756,0,5250,2500,8183,505
"581","Stauber","Pete","R","MN","S001212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33050,2700,10950,1500,0,0
"582","Steil","Bryan","R","WI","S001213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46100,7700,7700,5000,0,900
"583","Steube","Greg","R","FL","S001214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,0,0,0,0,0
"584","Stevens","Haley","D","MI","S001215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2822,0,0,12,15853,5186
"585","Taylor","Van","R","TX","T000479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121769,0,3700,0,0,0
"586","Tiffany","Tom","R","WI","T000165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"587","Timmons","William","R","SC","T000480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5200,0,0,0,0,16700
"588","Tlaib","Rashida","D","MI","T000481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2359,0,0,2,3779,255
"589","Trahan","Lori","D","MA","T000482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,0,5400,0,5260,6029
"590","Trone","David","D","MD","T000483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2700
"591","Underwood","Lauren A","D","IL","U000040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5266,0,0,51,23011,2680
"592","Van Drew","Jeff","R","NJ","V000133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"593","Waltz","Michael","R","FL","W000823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17825,0,0,0,0,2700
"594","Watkins","Steve","R","KS","W000824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27700,0,0,0,0,14550
"595","Wexton","Jennifer","D","VA","W000825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6494,0,2,2031,30079,12080
"596","Wright","Ron","R","TX","W000827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34800,0,1000,0,0,0
